projectIdentifier,programArea,programFy,region,state,stateNumberCode,county,countyCode,disasterNumber,projectCounties,projectType,status,recipient,recipientTribalIndicator,subrecipient,subrecipientTribalIndicator,dataSource,dateApproved,dateClosed,dateInitiallyApproved,projectAmount,initialObligationDate,initialObligationAmount,federalShareObligated,subrecipientAdminCostAmt,srmcObligatedAmt,recipientAdminCostAmt,costSharePercentage,benefitCostRatio,netValueBenefits,numberOfFinalProperties,numberOfProperties,id
DR-4022-0028-P,HMGP,2011,1,Vermont,50,Windsor,27.0,4022.0,WINDSOR,91.1: Local Multihazard Mitigation Plan,Closed,Statewide,0.0,SOUTHERN WINDSOR COUNTY REG. PLAN. COMMIS.,0.0,HMGP,2015-08-12T00:00:00.000Z,2015-08-12T00:00:00.000Z,,0.0,2012-10-11T00:00:00.000Z,17715.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,97e218f0-6ee6-4ead-8e3e-6dd79c02a4ca
DR-4532-0016-R,HMGP,2020,1,Vermont,50,Windsor,27.0,4532.0,WINDSOR,402.1: Infrastructure Protective Measures (Roads and Bridges),Approved,Statewide,0.0,Springfield (Town of),0.0,HMGP,2025-12-18T00:00:00.000Z,,2024-09-27T00:00:00.000Z,518225.0,2024-11-18T00:00:00.000Z,466402.5,466402.5,0.0,25080.0,0.0,0.9,1.92,965538.0,0,0,e0e6c459-39fd-48a4-94d6-d0e380426ecd
DR-4532-0017-R,HMGP,2020,1,Vermont,50,Windsor,27.0,4532.0,WINDSOR,601.1: Generators,Approved,Statewide,0.0,Chester (Town of),0.0,HMGP,2025-12-11T00:00:00.000Z,,2024-08-03T00:00:00.000Z,242095.0,2024-08-06T00:00:00.000Z,90000.0,90000.0,0.0,0.0,0.0,0.9,3.52,887176.0,0,0,d04044cb-6b7c-472c-b328-70a96f677948
DR-4720-0026-R,HMGP,2023,1,Vermont,50,Windsor,27.0,4720.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Weston (Town of),0.0,HMGP,2026-01-06T00:00:00.000Z,,2024-09-26T00:00:00.000Z,618158.91,2024-10-03T00:00:00.000Z,393569.25,463619.18,0.0,0.0,0.0,0.75,0.0,0.0,0,2,56663645-cbf3-4c1e-8c99-fd28c49de5d1
DR-4022-0133-R,HMGP,2011,1,Vermont,50,Windsor,27.0,4022.0,WINDSOR,601.2: Generators - Regular,Closed,Statewide,0.0,Norwich (Town of),0.0,HMGP,2015-12-17T00:00:00.000Z,2015-12-18T00:00:00.000Z,,0.0,2015-12-03T00:00:00.000Z,54507.0,0.0,0.0,0.0,0.0,0.75,1.13,82124.0,0,0,135a619e-4abe-4e08-a820-1a0c6e7ca0c6
DR-1307-0008-R,HMGP,2000,1,Vermont,50,Windsor,27.0,1307.0,WINDSOR,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,Statewide,0.0,Moretown (Town of),0.0,HMGP,2001-09-14T00:00:00.000Z,2005-02-14T00:00:00.000Z,,14192.0,2001-12-19T00:00:00.000Z,11292.0,0.0,0.0,0.0,0.0,0.75,,,0,0,cc01ef59-81bc-41e3-a5ec-98b4f7c0d286
DR-1307-0013-R,HMGP,2000,1,Vermont,50,Bennington,3.0,1307.0,BENNINGTON,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Rupert (Town of),0.0,HMGP,2004-06-07T00:00:00.000Z,2002-12-01T00:00:00.000Z,2001-09-14T00:00:00.000Z,3387.0,2001-10-12T00:00:00.000Z,6266.0,2540.0,102.0,0.0,53.0,0.75,1.43,11266.0,0,0,c1221d02-7f6d-4815-8439-5a3abeb7ca87
PDMC-PL-01-VT-2018-001,PDM,2018,1,Vermont,50,Windsor,27.0,,WINDSOR,904.2: Advance Assistance (FMA and PDMC),Not Approved / Denied,Vermont Emergency Management,0.0,"Town of Weathersfield, Vermont",0.0,eGrants,,,,30000.0,,,,,,,0.75,,,0,0,b5c75642-bfcd-44f2-9741-5388e1f1191c
FMA-PL-01-VT-2018-001,FMA,2018,1,Vermont,50,Windsor,27.0,,WINDSOR,904.2: Advance Assistance (FMA and PDMC),Not Approved / Denied,Vermont Emergency Management,0.0,"Town of Springfield, Vermont",0.0,eGrants,,,,36144.0,,,,,,,0.75,,,0,0,b5ff2f7b-d8d0-4b62-9c3c-3b9bbbb6c17c
PDMC-PJ-01-VT-2007-003,PDM,2007,1,Vermont,50,Bennington,3.0,,BENNINGTON,403.1: Stormwater Management - Culverts,Not Approved / Denied,Vermont Emergency Management,0.0,Town of Rupert- Highway Department,0.0,eGrants,,,,28000.0,,,,,,,0.75,1.3,32595.0,1,1,8f080e48-55df-44c7-81aa-088324270b0c
DR-1307-0005-R,HMGP,2000,1,Vermont,50,Bennington,3.0,1307.0,BENNINGTON,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Rupert (Town of),0.0,HMGP,2004-04-22T00:00:00.000Z,2003-02-01T00:00:00.000Z,2001-09-14T00:00:00.000Z,3301.0,2001-10-12T00:00:00.000Z,6327.0,2476.0,99.0,0.0,113.0,0.75,1.02,8000.0,0,0,c269ffe0-f277-4e7c-b664-c534b1bbbd3a
DR-1358-0003-R,HMGP,2001,1,Vermont,50,Bennington,3.0,1358.0,BENNINGTON,402.1: Infrastructure Protective Measures (Roads and Bridges),Closed,Statewide,0.0,Rupert (Town of),0.0,HMGP,2005-02-07T00:00:00.000Z,2003-11-10T00:00:00.000Z,2002-09-11T00:00:00.000Z,40273.0,2002-11-27T00:00:00.000Z,36254.0,30205.0,1208.0,0.0,942.0,0.75,1.29,58323.0,0,0,46dc0e20-0d73-4c26-b3cf-547c709b8529
DR-1488-0003-F,HMGP,2003,1,Vermont,50,Windsor,27.0,1488.0,WINDSOR,"103.1: Feasibility, Engineering and Design Studies",Closed,Statewide,0.0,Rochester (Town of),0.0,HMGP,2006-11-30T00:00:00.000Z,2009-12-28T00:00:00.000Z,2004-11-16T00:00:00.000Z,5700.0,2004-11-24T00:00:00.000Z,4904.0,3473.0,0.0,0.0,0.0,0.61,0.0,0.0,0,0,b50cd831-b0d5-4c18-a434-e40808d5b4c6
PDMC-PL-01-VT-2006-001,PDM,2006,1,Vermont,50,Windsor,27.0,,BENNINGTON; WINDHAM; WINDSOR,"91.1: Local Multihazard Mitigation Plan; 
92.1: State Multihazard Mitigation Plan",Not Approved / Denied,Vermont Emergency Management,0.0,VT Department of Environmental Conservation,0.0,eGrants,,,,328000.0,,,,,,,0.75,,,0,0,194d7143-993f-45a5-bf83-144ecc3f7fe8
FMA-PJ-01-VT-2006-001,FMA,2006,1,Vermont,50,Bennington,3.0,,BENNINGTON,403.1: Stormwater Management - Culverts,Pending,Vermont Emergency Management,0.0,Town of Rupert,0.0,eGrants,,,,30500.0,,,,,,,0.75,1.12,32595.0,1,1,45c32646-510f-49ce-a54d-c66189973c75
DR-4356-0004-R,HMGP,2018,1,Vermont,50,Windsor,27.0,4356.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Weathersfield (Town of),0.0,HMGP,2022-01-31T00:00:00.000Z,2022-01-31T00:00:00.000Z,2020-05-27T00:00:00.000Z,0.0,2020-06-01T00:00:00.000Z,43125.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,13683e3d-ca51-497c-b3a4-74e573ebc062
DR-1358-0001-F,HMGP,2001,1,Vermont,50,Windsor,27.0,1358.0,WINDSOR,"103.1: Feasibility, Engineering and Design Studies",Closed,Statewide,0.0,"WHITE RIVER VALLEY AMBULANCE, INC.",0.0,HMGP,2007-12-06T00:00:00.000Z,2007-12-06T00:00:00.000Z,2001-06-12T00:00:00.000Z,4667.0,2001-07-10T00:00:00.000Z,5237.0,3500.0,140.0,0.0,110.0,0.75,0.0,0.0,0,0,cdc438af-eaba-4e51-8bdb-d26372fbfe2d
DR-1336-0015-R,HMGP,2000,1,Vermont,50,Windsor,27.0,1336.0,WINDSOR,405.1: Other Minor Flood Control,Closed,Statewide,0.0,Rochester (Town of),0.0,HMGP,2006-10-24T00:00:00.000Z,2006-12-05T00:00:00.000Z,2002-11-17T00:00:00.000Z,24120.0,2002-11-27T00:00:00.000Z,19890.0,18090.0,724.0,0.0,376.0,0.75,1.42,35596.0,0,0,3f649817-6b42-454e-b865-f5247a7d3d7e
DR-4022-0043-R,HMGP,2011,1,Vermont,50,Windsor,27.0,4022.0,WINDSOR,402.1: Infrastructure Protective Measures (Roads and Bridges),Closed,Statewide,0.0,Chester (Town of),0.0,HMGP,2019-08-08T00:00:00.000Z,2019-08-12T00:00:00.000Z,2013-04-11T00:00:00.000Z,181535.0,2013-04-16T00:00:00.000Z,167318.0,136151.75,0.0,0.0,0.0,0.75,1.05,234309.0,0,0,9d68e9f8-4b72-4fb9-b156-06a310e6454c
DR-1307-0014-R,HMGP,2000,1,Vermont,50,Windsor,27.0,1307.0,WINDSOR,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,Statewide,0.0,Cavendish (Town of),0.0,HMGP,2006-10-25T00:00:00.000Z,2009-12-30T00:00:00.000Z,,0.0,2005-02-16T00:00:00.000Z,11292.0,0.0,0.0,0.0,1.0,0.75,3.94,55841.0,0,0,7aa2d92d-3320-4af1-a951-456945f9fb9c
DR-1488-0002-R,HMGP,2003,1,Vermont,50,Windsor,27.0,1488.0,WINDSOR,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Norwich (Town of),0.0,HMGP,2006-10-05T00:00:00.000Z,2006-09-28T00:00:00.000Z,2004-12-06T00:00:00.000Z,71973.0,2004-12-20T00:00:00.000Z,35039.0,31860.0,2159.0,0.0,0.0,0.44,2.81,215393.0,0,0,67da715e-8ce7-465c-aa7f-318663cd1df6
DR-1336-0011-R,HMGP,2000,1,Vermont,50,Bennington,3.0,1336.0,BENNINGTON,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Sandgate (Town of),0.0,HMGP,2007-01-08T00:00:00.000Z,2007-03-26T00:00:00.000Z,2002-09-14T00:00:00.000Z,21037.0,2002-11-27T00:00:00.000Z,16737.0,15778.0,281.0,0.0,328.0,0.75,1.78,37357.0,0,0,08a6939a-c7df-453b-bf3f-f47cbaa9bc88
DR-4532-0007-R,HMGP,2020,1,Vermont,50,Windsor,27.0,4532.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Ludlow (Town of),0.0,HMGP,2024-01-22T00:00:00.000Z,,2023-06-29T00:00:00.000Z,1960508.0,2023-07-21T00:00:00.000Z,1305655.2,1764457.2,0.0,0.0,0.0,0.9,1.19,2328383.0,1,1,1797985b-32c4-41e3-a88d-71ca7d8fa64c
DR-4022-0018-R,HMGP,2011,1,Vermont,50,Windsor,27.0,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Hartford (Town of),0.0,HMGP,2012-09-11T00:00:00.000Z,2024-02-12T00:00:00.000Z,2012-09-11T00:00:00.000Z,712847.0,2012-09-14T00:00:00.000Z,534635.0,534635.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,42b6034b-b570-400c-93e7-3f50fbc17960
DR-4720-0022-R,HMGP,2023,1,Vermont,50,Caledonia,5.0,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2024-08-03T00:00:00.000Z,,2024-08-03T00:00:00.000Z,756500.0,2024-08-06T00:00:00.000Z,567375.0,567375.0,0.0,0.0,0.0,0.75,0.0,0.0,3,3,5687cd57-b1dc-42cb-8cac-696798459880
DR-4720-0051-R,HMGP,2023,1,Vermont,50,Windham,25.0,4720.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2024-12-03T00:00:00.000Z,,2024-12-03T00:00:00.000Z,289035.0,2024-12-09T00:00:00.000Z,216776.25,216776.25,0.0,0.0,0.0,0.75,0.0,0.0,1,1,176f81ab-e11f-4932-815d-a53edf814eda
DR-4022-0045-R,HMGP,2011,1,Vermont,50,Bennington,3.0,4022.0,BENNINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Woodford (Town of),0.0,HMGP,2013-04-24T00:00:00.000Z,2019-08-06T00:00:00.000Z,2013-04-24T00:00:00.000Z,474800.0,2013-04-25T00:00:00.000Z,356100.0,356100.0,0.0,0.0,0.0,0.75,0.0,0.0,2,2,f8367ad7-215d-415f-9aa4-8f67f8dc6baf
DR-4022-0033-R,HMGP,2011,1,Vermont,50,Windham,25.0,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Newfane (Town of),0.0,HMGP,2016-11-28T00:00:00.000Z,2016-11-29T00:00:00.000Z,2012-10-17T00:00:00.000Z,97599.0,2012-10-23T00:00:00.000Z,65694.0,73199.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,fe1cbaa9-10fc-4c3d-83b9-d2e4d8bdaefc
DR-4720-0044-R,HMGP,2023,1,Vermont,50,Windham,25.0,4720.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2024-12-05T00:00:00.000Z,,2024-12-05T00:00:00.000Z,359800.0,2024-12-09T00:00:00.000Z,269850.0,269850.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,c49688f9-8850-4660-86b1-4b4b90bebe3a
DR-4445-0001-R,HMGP,2019,1,Vermont,50,Bennington,3.0,4445.0,BENNINGTON,904.1: Advanced Assistance,Closed,Statewide,0.0,Dorset (Town of),0.0,HMGP,2024-04-01T00:00:00.000Z,2024-04-02T00:00:00.000Z,2019-09-27T00:00:00.000Z,61206.79,2019-10-02T00:00:00.000Z,52125.0,45905.09,0.0,0.0,0.0,0.75,1.0,69500.0,0,0,01b9543c-f22a-4ab8-9254-63b344a7f5ca
DR-4022-0015-R,HMGP,2011,1,Vermont,50,Windsor,27.0,4022.0,WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Stockbridge (Town of),0.0,HMGP,2024-01-03T00:00:00.000Z,2024-01-03T00:00:00.000Z,2012-09-06T00:00:00.000Z,1062648.77,2012-09-10T00:00:00.000Z,1456372.0,796986.58,0.0,0.0,0.0,0.75,0.0,0.0,12,12,f547092b-28bd-4d28-ba4d-f93096d2d03b
DR-4720-0037-R,HMGP,2023,1,Vermont,50,Caledonia,5.0,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2024-10-01T00:00:00.000Z,,2024-10-01T00:00:00.000Z,226100.0,2024-12-09T00:00:00.000Z,169575.0,169575.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,840ee6fc-d173-49fe-a22a-5d868d29080a
DR-4022-0030-R,HMGP,2011,1,Vermont,50,Windham,25.0,4022.0,WINDHAM,"103.1: Feasibility, Engineering and Design Studies; 
200.1: Acquisition of Private Real Property (Structures and Land) - Riverine",Closed,Statewide,0.0,Londonderry (Town of),0.0,HMGP,2024-09-23T00:00:00.000Z,2024-09-27T00:00:00.000Z,2012-10-16T00:00:00.000Z,467449.84,2012-10-17T00:00:00.000Z,621332.0,350587.38,0.0,0.0,0.0,0.75,0.0,0.0,4,5,9499109d-4053-41ba-a611-aa55129641a9
DR-4720-0048-R,HMGP,2023,1,Vermont,50,Caledonia,5.0,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2024-12-09T00:00:00.000Z,,2024-12-09T00:00:00.000Z,1476270.0,2025-01-10T00:00:00.000Z,1107202.5,1107202.5,0.0,0.0,0.0,0.75,0.0,0.0,5,5,072f9b73-a6fd-421c-81ea-391eccc0279f
DR-4022-0037-R,HMGP,2011,1,Vermont,50,Windham,25.0,4022.0,WINDHAM,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Newfane (Town of),0.0,HMGP,2016-05-10T00:00:00.000Z,2016-05-10T00:00:00.000Z,,0.0,2012-11-15T00:00:00.000Z,67735.0,0.0,0.0,0.0,0.0,0.75,1.03,92700.0,0,0,cf2f0812-eda9-4880-895e-6184ae261287
PDMC-PJ-01-VT-2017-001,PDM,2017,1,Vermont,50,Windham,25.0,,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Vermont Emergency Management,0.0,Town of Wardsboro,0.0,eGrants,2018-09-21T00:00:00.000Z,2021-12-15T00:00:00.000Z,2018-11-21T00:00:00.000Z,78100.0,2018-11-21T00:00:00.000Z,58575.0,58575.0,,,,0.75,1.0,78100.0,1,1,4a528275-5d9e-4a0c-8c74-4efb2e1385cf
DR-4720-0086-R,HMGP,2023,1,Vermont,50,Caledonia,5.0,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2025-04-21T00:00:00.000Z,,2025-04-21T00:00:00.000Z,225900.0,2025-04-25T00:00:00.000Z,169425.0,169425.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,2fa3568e-94c9-4749-80a1-1d702420f292
DR-4022-0119-R,HMGP,2011,1,Vermont,50,Windham,25.0,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Newfane (Town of),0.0,HMGP,2018-04-05T00:00:00.000Z,2018-03-26T00:00:00.000Z,2015-06-16T00:00:00.000Z,92139.0,2015-06-18T00:00:00.000Z,77063.0,69104.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,d6c92da4-6559-49d4-9e98-a8d21a241a61
DR-1995-0005-R,HMGP,2011,1,Vermont,50,Windham,25.0,1995.0,WINDHAM,201.1: Relocation of Private Structures - Riverine,Closed,Statewide,0.0,Grafton (Town of),0.0,HMGP,2016-01-28T00:00:00.000Z,2016-12-15T00:00:00.000Z,2012-07-03T00:00:00.000Z,216739.0,2012-07-16T00:00:00.000Z,167147.0,162553.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,f09929f2-2002-4d1d-9cc1-8bbeb485ce20
DR-9005-0012-R,PDM,2000,1,Vermont,50,Windham,25.0,9005.0,WINDHAM,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,,,,HMGP-Historical,2002-08-12T00:00:00.000Z,,,21800.0,,,13700.0,,,,0.63,0.0,0.0,0,0,643dc762-66e0-4f00-9354-f2e59cae036e
DR-4022-0129-R,HMGP,2011,1,Vermont,50,Windham,25.0,4022.0,WINDHAM,204.1: Dry Floodproofing Private Structures - Riverine (Commercial),Closed,Statewide,0.0,Wilmington (Town of),0.0,HMGP,2023-02-02T00:00:00.000Z,2023-02-02T00:00:00.000Z,2015-09-15T00:00:00.000Z,0.0,2015-09-16T00:00:00.000Z,111875.0,0.0,0.0,0.0,0.0,0.75,1.2,172523.0,1,1,4ba152e7-cbd3-4fd4-8910-3b5580b86e6b
DR-4022-0139-R,HMGP,2011,1,Vermont,50,Windham,25.0,4022.0,WINDHAM,601.2: Generators - Regular,Closed,Statewide,0.0,Dover (Town of),0.0,HMGP,2023-10-31T00:00:00.000Z,2023-10-31T00:00:00.000Z,2016-02-01T00:00:00.000Z,72247.84,2016-02-02T00:00:00.000Z,46725.0,46725.0,0.0,0.0,0.0,0.65,1.06,66794.0,0,0,23373169-1fa7-4a06-8edb-216d0a19e199
DR-4532-0018,HMGP,2020,1,Vermont,50,Windham,25.0,4532.0,WINDHAM,403.1: Stormwater Management - Culverts,Pending,Statewide,0.0,Rockingham (Town of),0.0,HMGP,,,,899495.0,,,,,,,0.9,1.07,328951.0,0,0,2f8b9bf8-baf9-4ebd-a9d5-ee750c0aedd1
DR-4022-0090-P,HMGP,2011,1,Vermont,50,Caledonia,5.0,4022.0,CALEDONIA,91.1: Local Multihazard Mitigation Plan,Closed,Statewide,0.0,Waterford (Town of),0.0,HMGP,2023-01-17T00:00:00.000Z,2023-01-17T00:00:00.000Z,2014-09-17T00:00:00.000Z,13472.33,2014-09-24T00:00:00.000Z,18750.0,10104.25,0.0,0.0,0.0,0.75,0.0,0.0,0,0,df5651d6-00ed-447c-86e7-8d36ba45ffec
DR-4022-0083-R,HMGP,2011,1,Vermont,50,Windham,25.0,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Grafton (Town of),0.0,HMGP,2023-10-31T00:00:00.000Z,2023-10-31T00:00:00.000Z,2014-09-09T00:00:00.000Z,90391.93,2014-09-10T00:00:00.000Z,106096.0,67793.95,0.0,0.0,0.0,0.75,0.0,0.0,1,1,aa001a0c-6843-4499-aaac-087af57afcd5
DR-4022-0007-R,HMGP,2011,1,Vermont,50,Windham,25.0,4022.0,WINDHAM,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Brattleboro (Town of),0.0,HMGP,2023-11-06T00:00:00.000Z,2023-11-06T00:00:00.000Z,2012-07-31T00:00:00.000Z,24226.0,2012-08-02T00:00:00.000Z,15751.0,18169.5,0.0,0.0,0.0,0.75,1.69,87372.0,0,0,b813127f-1dfa-4cbe-a4cf-3eefc879234f
DR-4022-0135-R,HMGP,2011,1,Vermont,50,Windham,25.0,4022.0,WINDHAM,601.2: Generators - Regular,Closed,Statewide,0.0,Londonderry (Town of),0.0,HMGP,2022-12-01T00:00:00.000Z,2022-12-01T00:00:00.000Z,2016-01-08T00:00:00.000Z,26485.0,2016-01-11T00:00:00.000Z,25125.0,19863.75,0.0,0.0,0.0,0.75,1.13,37855.0,0,0,139af1c9-9fe4-41f5-99eb-fc9b9498917a
DR-4621-0003-R,HMGP,2021,1,Vermont,50,Windham,25.0,4621.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Newfane (Town of),0.0,HMGP,2024-01-29T00:00:00.000Z,,2023-09-15T00:00:00.000Z,306900.0,2023-10-12T00:00:00.000Z,276210.0,276210.0,0.0,0.0,0.0,0.9,0.0,0.0,0,1,33218f8c-f9d3-40c8-b9fb-7aa82d3793ee
DR-1184-0023-R,HMGP,1997,1,Vermont,50,Windham,25.0,1184.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,,,NEWFANE (TOWN OF),,HMGP-Historical,2001-06-25T00:00:00.000Z,2002-12-23T00:00:00.000Z,,80800.0,,,60600.0,,,,0.75,1.21,98000.0,1,1,f6ea787b-d60a-44fd-94b9-8869d020a638
DR-4022-0027-R,HMGP,2011,1,Vermont,50,Windham,25.0,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Barre,0.0,HMGP,2023-11-06T00:00:00.000Z,2023-11-06T00:00:00.000Z,2012-10-16T00:00:00.000Z,385534.37,2012-10-17T00:00:00.000Z,285531.0,289151.0,0.0,0.0,0.0,0.75,0.0,0.0,2,2,c8a484dd-bc48-457d-8515-f6c84f391f83
DR-4022-0031-R,HMGP,2011,1,Vermont,50,Windham,25.0,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Wilmington (Town of),0.0,HMGP,2023-11-08T00:00:00.000Z,2023-11-13T00:00:00.000Z,2012-10-16T00:00:00.000Z,227686.3,2012-10-17T00:00:00.000Z,180131.0,170764.72,0.0,0.0,0.0,0.75,0.0,0.0,2,2,df9cde16-044c-450f-bb2f-6193483dbfa5
DR-4022-0041-R,HMGP,2011,1,Vermont,50,Caledonia,5.0,4022.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Ryegate (Town of),0.0,HMGP,2013-03-22T00:00:00.000Z,2017-11-22T00:00:00.000Z,2013-03-22T00:00:00.000Z,106550.0,2013-03-25T00:00:00.000Z,79913.0,79913.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,cf04e616-9774-40f4-b1d9-19e941080795
DR-4022-0026-R,HMGP,2011,1,Vermont,50,Windham,25.0,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Wardsboro (Town of),0.0,HMGP,2023-11-16T00:00:00.000Z,2023-11-17T00:00:00.000Z,2012-10-03T00:00:00.000Z,304011.97,2012-10-11T00:00:00.000Z,382235.0,228009.0,0.0,0.0,0.0,0.75,0.0,0.0,3,3,be613388-5a52-4a1d-8547-5973bcf76f9c
DR-1995-0003-R,HMGP,2011,1,Vermont,50,Windham,25.0,1995.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Guilford (Town of),0.0,HMGP,2014-02-03T00:00:00.000Z,2014-02-03T00:00:00.000Z,,0.0,2012-06-28T00:00:00.000Z,167147.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0,1,7ea3e8a5-cfc2-4ba3-9632-73cd4ebe645f
DR-4066-0002-R,HMGP,2012,1,Vermont,50,Caledonia,5.0,4066.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,St. Johnsbury,0.0,HMGP,2018-11-06T00:00:00.000Z,2018-08-02T00:00:00.000Z,2015-06-01T00:00:00.000Z,104134.0,2015-06-02T00:00:00.000Z,114082.0,78099.91,0.0,0.0,0.0,0.75,0.0,0.0,1,1,3e4afe8f-4209-4494-af9b-a1b6751e2b4f
DR-4022-0019-R,HMGP,2011,1,Vermont,50,Windham,25.0,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Brattleboro (Town of),0.0,HMGP,2017-12-28T00:00:00.000Z,2017-12-26T00:00:00.000Z,2012-10-03T00:00:00.000Z,228309.0,2012-10-10T00:00:00.000Z,236060.0,171232.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,5c706900-79da-46e3-8bfc-9943b5b2ed95
DR-4022-0084-R,HMGP,2011,1,Vermont,50,Windham,25.0,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Grafton (Town of),0.0,HMGP,2014-09-09T00:00:00.000Z,2024-01-11T00:00:00.000Z,2014-09-09T00:00:00.000Z,457287.0,2014-09-10T00:00:00.000Z,342965.0,286663.66,0.0,0.0,0.0,0.75,0.0,0.0,1,1,b74b5c3b-4f1d-4a8f-84ef-0da0e31b8ff8
DR-1124-0004-R,HMGP,1996,1,Vermont,50,Windham,25.0,1124.0,WINDHAM,403.1: Stormwater Management - Culverts,Closed,,,ROCKINGHAM (TOWN OF),,HMGP-Historical,1998-03-16T00:00:00.000Z,2002-02-19T00:00:00.000Z,,0.0,,,0.0,,,,0.0,1.02,31229.0,0,0,3f0d084f-9921-48c8-a87f-377c898a7518
DR-1124-0002-R,HMGP,1996,1,Vermont,50,Windham,25.0,1124.0,WINDHAM,202.3: Elevation of Public Structures - Riverine,Closed,,,BRATTLEBORO(TOWN OF),,HMGP-Historical,1998-02-09T00:00:00.000Z,1999-07-23T00:00:00.000Z,,48212.0,,,36159.0,,,,0.75,1.55,74975.0,1,1,7d4e9535-bed1-48de-bdf5-4efa6044248f
DR-4762-0003-R,HMGP,2024,1,Vermont,50,Caledonia,5.0,4762.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2026-01-09T00:00:00.000Z,,2026-01-09T00:00:00.000Z,251100.0,,,,,,,0.75,2.5,627403.0,1,1,5f0164db-61a0-4f74-aa32-dbf9ba042dd9
