projectIdentifier,programArea,programFy,region,state,stateNumberCode,county,countyCode,disasterNumber,projectCounties,projectType,status,recipient,recipientTribalIndicator,subrecipient,subrecipientTribalIndicator,dataSource,dateApproved,dateClosed,dateInitiallyApproved,projectAmount,initialObligationDate,initialObligationAmount,federalShareObligated,subrecipientAdminCostAmt,srmcObligatedAmt,recipientAdminCostAmt,costSharePercentage,benefitCostRatio,netValueBenefits,numberOfFinalProperties,numberOfProperties,id
DR-4120-0005-R,HMGP,2013,1,Vermont,50,Lamoille,15.0,4120.0,LAMOILLE,202.1: Elevation of Private Structures - Riverine,Closed,Statewide,0.0,Cambridge (Town of),0.0,HMGP,2023-04-05T00:00:00.000Z,2023-06-13T00:00:00.000Z,2016-02-01T00:00:00.000Z,197875.8,2016-02-02T00:00:00.000Z,127050.0,148406.85,0.0,0.0,0.0,0.75,0.0,0.0,1,1,d7049651-e069-42c9-89eb-dda0bdaa13b4
FMA-PJ-01-VT-2023-002,FMA,2023,1,Vermont,50,Lamoille,15.0,,LAMOILLE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Obligated,Vermont Emergency Management,0.0,Vermont Emergency Management,0.0,eGrants,2024-09-25T00:00:00.000Z,,2024-09-27T00:00:00.000Z,997560.9,2024-09-27T00:00:00.000Z,872865.79,872865.79,,,,0.88,2.0,2.0,2,2,af7ded6c-47dd-467a-b27c-66c56d22c48a
FMA-PJ-01-VT-2005-001,FMA,2005,1,Vermont,50,Lamoille,15.0,,LAMOILLE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Vermont Emergency Management,0.0,Town of Belvidere,0.0,eGrants,2006-04-26T00:00:00.000Z,2006-04-28T00:00:00.000Z,2006-04-27T00:00:00.000Z,34999.65,2006-04-27T00:00:00.000Z,26249.65,26249.65,,,,0.75,4.54,159012.0,1,1,922dd983-a140-4c23-86a2-e13449a1768d
FMA-PJ-01-VT-2004-001,FMA,2004,1,Vermont,50,Lamoille,15.0,,LAMOILLE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Not Approved / Denied,Town of Belvidere,0.0,Town of Belvidere,0.0,eGrants,,,,34999.65,,,,,,,0.75,4.54,159012.0,1,1,10b1d09b-b8d1-4223-b7fc-246942df8f6d
FMA-PJ-01-VT-2023-009,FMA,2023,1,Vermont,50,Lamoille,15.0,,LAMOILLE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Pending,Vermont Emergency Management,0.0,Vermont Emergency Management,0.0,eGrants,,,,2044450.0,,,,,,,1.0,1.15,2359449.0,1,1,fb201057-2abe-497c-a776-2f04de36ff25
DR-1428-0003-R,HMGP,2002,1,Vermont,50,Lamoille,15.0,1428.0,LAMOILLE,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Belvidere (Town of),0.0,HMGP,2005-02-07T00:00:00.000Z,2004-11-22T00:00:00.000Z,2003-08-29T00:00:00.000Z,3780.0,2003-11-05T00:00:00.000Z,3036.0,2835.0,113.0,0.0,88.0,0.75,1.45,5465.0,0,0,9013348c-169e-469a-a9d6-4d6b3c4d7bdf
DR-1428-0013-R,HMGP,2002,1,Vermont,50,Lamoille,15.0,1428.0,LAMOILLE,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Belvidere (Town of),0.0,HMGP,2005-02-07T00:00:00.000Z,2006-11-30T00:00:00.000Z,2003-11-05T00:00:00.000Z,7130.0,2003-11-17T00:00:00.000Z,5674.0,5269.0,211.0,0.0,111.0,0.75,3.26,23252.0,0,0,8b4fa798-11b0-4c60-9828-4eaf08c4adaa
LPDM-PJ-01-VT-2023-003,LPDM,2023,1,Vermont,50,Lamoille,15.0,,LAMOILLE,500.3: Flood Control - Dam,Obligated,Vermont Emergency Management,0.0,Town of Stowe Electric Department,0.0,eGrants,2023-09-12T00:00:00.000Z,,2023-09-18T00:00:00.000Z,2593730.0,2023-09-18T00:00:00.000Z,1200000.0,1200000.0,,,,0.46,1.36,3520519.0,1,1,88fb9b20-6fdb-49cb-8915-f1e65537dce6
DR-1358-0004-R,HMGP,2001,1,Vermont,50,Lamoille,15.0,1358.0,LAMOILLE,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Hyde Park (Town of),0.0,HMGP,2004-11-16T00:00:00.000Z,2004-09-10T00:00:00.000Z,2003-11-26T00:00:00.000Z,22667.0,2003-12-10T00:00:00.000Z,18210.0,17000.0,680.0,0.0,530.0,0.75,1.05,27409.0,0,0,4ea57e12-cd63-48ec-8974-6ab257e88c06
DR-1428-0009-R,HMGP,2002,1,Vermont,50,Lamoille,15.0,1428.0,LAMOILLE,403.2: Stormwater Management - Diversions,Closed,Statewide,0.0,Hyde Park (Town of),0.0,HMGP,2005-02-07T00:00:00.000Z,2004-09-16T00:00:00.000Z,2003-11-05T00:00:00.000Z,975.0,2003-11-17T00:00:00.000Z,1705.0,731.0,29.0,0.0,15.0,0.75,3.25,6958.0,0,0,13f7677c-fa44-4596-bdf9-ef9cecce81da
DR-4022-0154-R,HMGP,2011,1,Vermont,50,Lamoille,15.0,4022.0,LAMOILLE,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Jeffersonville,0.0,HMGP,2024-02-09T00:00:00.000Z,2024-02-09T00:00:00.000Z,2016-12-12T00:00:00.000Z,582909.64,2016-12-16T00:00:00.000Z,522240.0,391267.66,0.0,0.0,0.0,0.67,1.01,708422.0,0,0,79b5f42a-fd5d-4285-98c4-ba58bf5343e4
DR-4001-0004-M,HMGP,2011,1,Vermont,50,Statewide,0.0,4001.0,STATEWIDE,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.4: Management Costs - Supplies",Closed,Statewide,0.0,Statewide,0.0,HMGP,2017-02-23T00:00:00.000Z,2017-02-27T00:00:00.000Z,2012-08-15T00:00:00.000Z,19715.0,2012-08-17T00:00:00.000Z,74744.0,19715.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,bdfdb57b-f40f-4fa4-9503-bfda24331a49
DR-4720-0058-R,HMGP,2023,1,Vermont,50,Chittenden,7.0,4720.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2025-01-02T00:00:00.000Z,,2025-01-02T00:00:00.000Z,1165515.0,2025-01-10T00:00:00.000Z,874136.25,874136.25,0.0,0.0,0.0,0.75,0.0,0.0,2,2,38a9d4d3-d94e-4740-bea8-5af683cb4065
DR-1428-0012-R,HMGP,2002,1,Vermont,50,Lamoille,15.0,1428.0,LAMOILLE,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Eden,0.0,HMGP,2006-11-30T00:00:00.000Z,2006-11-30T00:00:00.000Z,2003-08-29T00:00:00.000Z,6875.0,2003-11-05T00:00:00.000Z,5523.0,5156.0,206.0,0.0,161.0,0.75,1.54,10590.0,0,0,860f44c5-a951-4c8e-95c0-1b7db7d8eb84
DR-4356-0002-R,HMGP,2018,1,Vermont,50,Statewide,0.0,4356.0,STATEWIDE,904.1: Advanced Assistance,Closed,Statewide,0.0,Statewide,0.0,HMGP,2022-12-29T00:00:00.000Z,2022-12-29T00:00:00.000Z,2018-08-28T00:00:00.000Z,30550.0,2018-09-10T00:00:00.000Z,18750.0,18750.0,0.0,0.0,0.0,0.61,1.0,25000.0,0,0,dd216501-55ce-4b65-a13b-4317158bb8b1
DR-1790-0007-R,HMGP,2008,1,Vermont,50,Chittenden,7.0,1790.0,CHITTENDEN,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Underhill (Town of),0.0,HMGP,2015-05-19T00:00:00.000Z,2015-06-04T00:00:00.000Z,2010-08-16T00:00:00.000Z,0.0,2010-08-17T00:00:00.000Z,65904.0,0.0,0.0,0.0,0.0,0.75,4.27,387078.0,0,0,cfc433d3-c4c7-4c34-811c-83f6d5a05520
DR-4022-0078-R,HMGP,2011,1,Vermont,50,Chittenden,7.0,4022.0,CHITTENDEN,403.1: Stormwater Management - Culverts,Closed,Statewide,0.0,Williston (Town of),0.0,HMGP,2017-03-02T00:00:00.000Z,2017-03-03T00:00:00.000Z,2014-07-24T00:00:00.000Z,148370.0,2014-07-30T00:00:00.000Z,153638.0,111278.0,0.0,0.0,0.0,0.75,1.29,265168.0,0,0,14311b6a-23c2-4a6a-944b-90a64ab2a4c1
FMA-MC-01-VT-2023-010,FMA,2023,1,Vermont,50,,,,,700.1: Management Costs - Salaries,Obligated,Vermont Emergency Management,0.0,Vermont Emergency Management,0.0,eGrants,2024-11-25T00:00:00.000Z,,2024-12-02T00:00:00.000Z,972273.51,2024-12-02T00:00:00.000Z,1457186.36,782680.17,,,,0.8,,,0,0,270bb1aa-4013-4dc3-baac-150dfcbcc949
DR-4163-0001-R,HMGP,2014,1,Vermont,50,Statewide,0.0,4163.0,STATEWIDE,904.1: Advanced Assistance,Closed,Statewide,0.0,Statewide,0.0,HMGP,2016-03-10T00:00:00.000Z,2016-03-22T00:00:00.000Z,2014-10-06T00:00:00.000Z,0.0,2014-10-09T00:00:00.000Z,78743.0,0.0,0.0,0.0,0.0,0.75,1.0,104991.0,0,0,5ba61d92-adbf-4989-b5a9-cc1a33d5f462
DR-4022-0063-R,HMGP,2011,1,Vermont,50,Chittenden,7.0,4022.0,CHITTENDEN,"403.1: Stormwater Management - Culverts; 
403.2: Stormwater Management - Diversions",Closed,Statewide,0.0,Westford (Town of),0.0,HMGP,2016-05-11T00:00:00.000Z,2016-05-11T00:00:00.000Z,,0.0,2014-03-27T00:00:00.000Z,56411.0,0.0,0.0,0.0,0.0,0.75,3.0,280171.0,0,0,407d446b-b028-4932-8487-655dc2f1210b
DR-4720-0053-R,HMGP,2023,1,Vermont,50,Chittenden,7.0,4720.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2025-02-14T00:00:00.000Z,,2025-01-27T00:00:00.000Z,532000.0,,,,,,,0.75,0.0,0.0,1,1,d2c7524c-263c-400f-9998-cd6a5d8e06ff
DR-4720-0082,HMGP,2023,1,Vermont,50,Chittenden,7.0,4720.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Pending,Statewide,0.0,Statewide,0.0,HMGP,,,,3832100.0,,,,,,,0.75,0.0,0.0,10,10,5f48514d-b600-4435-aedf-9d13a8231d85
DR-4022-0022-R,HMGP,2011,1,Vermont,50,Chittenden,7.0,4022.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Burlington,0.0,HMGP,2017-05-23T00:00:00.000Z,2017-05-24T00:00:00.000Z,2012-10-03T00:00:00.000Z,201870.0,2012-10-11T00:00:00.000Z,153995.0,151403.0,0.0,0.0,0.0,0.75,0.0,0.0,1,1,84bc0bd9-342e-4eea-bd05-6e5c28d21d45
DR-4066-0001-M,HMGP,2012,1,Vermont,50,Statewide,0.0,4066.0,STATEWIDE,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.4: Management Costs - Supplies",Closed,Statewide,0.0,Statewide,0.0,HMGP,2018-11-05T00:00:00.000Z,2018-12-20T00:00:00.000Z,2015-04-23T00:00:00.000Z,864.0,2015-04-27T00:00:00.000Z,5990.0,863.76,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0403c581-35f0-4c7e-83f6-acd4865add7c
DR-4720-0025-R,HMGP,2023,1,Vermont,50,Lamoille,15.0,4720.0,LAMOILLE,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Cambridge (Town of),0.0,HMGP,2024-10-01T00:00:00.000Z,,2024-10-01T00:00:00.000Z,444115.0,2024-10-03T00:00:00.000Z,333086.25,333086.25,0.0,0.0,0.0,0.75,0.0,0.0,0,1,aa537542-3053-4c1b-a96a-82a615f8056f
FMA-PL-01-VT-2007-001,FMA,2007,1,Vermont,50,,,,,95.1: FMA or CRS Plan,Obligated,Vermont Emergency Management,0.0,Vermont Emergency Management,0.0,eGrants,2007-05-31T00:00:00.000Z,,2007-07-20T00:00:00.000Z,0.0,2007-07-20T00:00:00.000Z,10500.0,10500.0,,,,0.75,,,0,0,04aec2d9-6c68-43e6-8a50-9b3e73ca22f0
DR-4232-0001-M,HMGP,2015,1,Vermont,50,Statewide,0.0,4232.0,STATEWIDE,700.1: Management Costs - Salaries,Closed,Statewide,0.0,Statewide,0.0,HMGP,2018-11-05T00:00:00.000Z,2018-10-31T00:00:00.000Z,2016-01-21T00:00:00.000Z,7540.0,2016-01-26T00:00:00.000Z,1849.0,7539.64,0.0,0.0,0.0,1.0,0.0,0.0,0,0,3f8c22f6-d97c-4589-be0b-16f5e62ad8bf
PDMC-MC-01-VT-2016-004,PDM,2016,1,Vermont,50,,,,,700.1: Management Costs - Salaries,Closed,Vermont Division of Emergency Management & Homeland Security,0.0,Vermont Division of Emergency Management & Homeland Security,0.0,eGrants,2019-05-15T00:00:00.000Z,2021-11-12T00:00:00.000Z,2019-07-15T00:00:00.000Z,61550.0,2019-07-15T00:00:00.000Z,46162.49,46162.49,,,,0.75,,,0,0,dd248d24-e586-44ff-8cd6-d29d113e1601
DR-4532-0003-R,HMGP,2020,1,Vermont,50,Chittenden,7.0,4532.0,CHITTENDEN,200.6: Acquisition of Private Real Property (Structures and Land) - Landslide,Approved,Statewide,0.0,Burlington,0.0,HMGP,2026-02-13T00:00:00.000Z,,2023-06-28T00:00:00.000Z,629045.0,2023-07-18T00:00:00.000Z,403187.0,530775.0,0.0,0.0,0.0,0.9,4.43,2059809.0,1,1,ccf336db-1a6a-46bd-bf8f-9cba3a5a8c59
DR-1228-M001-M,HMGP,1998,1,Vermont,50,Statewide,0.0,1228.0,STATEWIDE,700.1: Management Costs - Salaries,Closed,,,DEPT. OF PUBLIC SAFE,,HMGP-Historical,2000-05-22T00:00:00.000Z,2002-09-11T00:00:00.000Z,,66932.0,,,50199.0,,,,0.75,0.0,0.0,0,0,73b10b14-7fe8-4b37-8e72-8eba951ef8b7
PDMC-TA-01-VT-2007-004,PDM,2007,1,Vermont,50,,,,,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.4: Management Costs - Supplies",Closed,Vermont Emergency Management,0.0,Vermont Emergency Management,0.0,eGrants,2008-07-14T00:00:00.000Z,2008-07-15T00:00:00.000Z,2008-07-15T00:00:00.000Z,75839.96,2008-07-15T00:00:00.000Z,59009.95,59009.95,,,,0.75,,,0,0,f4623974-0d9a-482e-8665-aab23b5a7d0d
DR-1101-0023-F,HMGP,1996,1,Vermont,50,Statewide,0.0,1101.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,,,VT AGENCY OF COMMUNIITY AFFAIRS & DEVELOPMENT,,HMGP-Historical,1999-12-27T00:00:00.000Z,2000-05-26T00:00:00.000Z,,750.0,,,562.0,,,,0.75,0.0,0.0,0,0,e02c562f-bf8b-4be0-9463-0c30eb66aa1a
DR-1228-0023-F,HMGP,1998,1,Vermont,50,Statewide,0.0,1228.0,STATEWIDE,90.6: Mitigation Plan - State Multihazard Mitigation Plan,Closed,,,DEPT. OF PUBLIC SAFE,,HMGP-Historical,2001-06-26T00:00:00.000Z,2002-09-11T00:00:00.000Z,,23301.0,,,17476.0,,,,0.75,0.0,0.0,0,0,ce6c1d05-59b3-4aee-85f8-2b94a25143cf
DR-4720-0097,HMGP,2023,1,Vermont,50,Statewide,0.0,4720.0,STATEWIDE,"700.1: Management Costs - Salaries; 
700.2: Management Costs - Equipment; 
700.3: Management Costs - Office Space Rental; 
700.4: Management Costs - Supplies",Pending,Statewide,0.0,Statewide,0.0,HMGP,,,,3746270.29,,,,,,,1.0,0.0,0.0,0,0,34fabc76-1a50-43e5-ab8d-ee734057055c
DR-4720-0072-R,HMGP,2023,1,Vermont,50,Chittenden,7.0,4720.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,0.0,Statewide,0.0,HMGP,2025-04-28T00:00:00.000Z,,2025-02-11T00:00:00.000Z,1981194.0,,,,,,,0.75,0.0,0.0,5,5,e19d9e9f-99b1-41cf-95f3-76b1d505bfa3
DR-1228-0021-F,HMGP,1998,1,Vermont,50,Statewide,0.0,1228.0,STATEWIDE,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,,DEPT. OF PUBLIC SAFE,,HMGP-Historical,2001-03-08T00:00:00.000Z,2002-05-08T00:00:00.000Z,,10905.0,,,8179.0,,,,0.75,0.0,0.0,0,0,79009180-c0f3-4146-9ece-5d0ccc652252
DR-9005-0003-R,PDM,2000,1,Vermont,50,,,9005.0,,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,,,,HMGP-Historical,2002-08-12T00:00:00.000Z,,,20200.0,,,13300.0,,,,0.66,0.0,0.0,0,0,7aec6262-6ead-4569-83b0-85f89647c369
DR-9005-0014-R,PDM,2000,1,Vermont,50,,,9005.0,,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,,,,HMGP-Historical,2002-08-12T00:00:00.000Z,,,20450.0,,,20450.0,,,,1.0,0.0,0.0,0,0,22025ac1-527e-4a21-9113-df6c162880e9
DR-4720-0103,HMGP,2023,1,Vermont,50,Statewide,0.0,4720.0,ADDISON; BENNINGTON; CALEDONIA; CHITTENDEN; ESSEX; FRANKLIN; GRAND ISLE; LAMOILLE; ORANGE; ORLEANS; RUTLAND; STATEWIDE; WASHINGTON; WINDHAM; WINDSOR,95.2: Planning Related Activities,Pending,Statewide,0.0,Statewide,0.0,HMGP,,,,2400000.0,,,,,,,0.75,0.0,0.0,0,0,b8cb2706-0713-4478-9e0e-7acc3c0d56c7
DR-9005-0001-R,PDM,2000,1,Vermont,50,Statewide,0.0,9005.0,STATEWIDE,90.6: Mitigation Plan - State Multihazard Mitigation Plan,Closed,,,VERMONT DEPARTMENT OF PUBLIC SAFETY,,HMGP-Historical,2002-08-12T00:00:00.000Z,,,62350.0,,,47850.0,,,,0.77,0.0,0.0,0,0,a299ae08-cb52-4355-bbca-ed038018e807
DR-9005-0006-R,PDM,2000,1,Vermont,50,,,9005.0,"ORLEANS, ESSEX & CALEDONIA CTY",90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,,,,HMGP-Historical,2002-08-12T00:00:00.000Z,,,18500.0,,,11000.0,,,,0.59,0.0,0.0,0,0,9440c009-7ef2-40cc-b8b8-a45269d2b1c9
DR-9079-0001-R,PDM,2003,1,Vermont,50,,,9079.0,SEE ABOVE DESCRIPTION,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,,DEPT. OF PUBLIC SAFE,,HMGP-Historical,2003-06-26T00:00:00.000Z,,,325326.44,,,248375.0,,,,0.76,,,0,0,ecc83137-e879-424c-83be-93e05b987c07
DR-9005-0013-R,PDM,2000,1,Vermont,50,,,9005.0,,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,,,,HMGP-Historical,2002-08-12T00:00:00.000Z,,,3402.0,,,3402.0,,,,1.0,0.0,0.0,0,0,6af1d4d1-131d-4388-97ec-68aeb2bd40d5
DR-4022-0106-P,HMGP,2011,1,Vermont,50,Statewide,0.0,4022.0,STATEWIDE,91.1: Local Multihazard Mitigation Plan,Closed,Statewide,0.0,Statewide,0.0,HMGP,2024-09-13T00:00:00.000Z,2024-09-13T00:00:00.000Z,2014-12-17T00:00:00.000Z,642806.26,2014-12-29T00:00:00.000Z,1276500.0,484270.19,0.0,0.0,0.0,0.75,0.0,0.0,0,0,f0a6fc0a-974f-4121-9c8f-35f96a8787e2
FMA-MC-01-VT-2017-002,FMA,2017,1,Vermont,50,,,,,700.1: Management Costs - Salaries,Closed,Vermont Emergency Management,0.0,Vermont Emergency Management,0.0,eGrants,2018-08-21T00:00:00.000Z,2021-05-04T00:00:00.000Z,2018-09-18T00:00:00.000Z,3675.0,2018-09-18T00:00:00.000Z,2756.25,2756.25,,,,0.75,,,0,0,18a895b3-9685-44f8-9617-398262f78b3e
DR-4022-0116-F,HMGP,2011,1,Vermont,50,Statewide,0.0,4022.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,Statewide,0.0,Statewide,0.0,HMGP,2023-11-03T00:00:00.000Z,2023-11-03T00:00:00.000Z,2023-11-03T00:00:00.000Z,0.0,,,,,0.0,,0.75,0.0,0.0,0,0,05f32874-5559-4fcb-a744-7f041fa7bfc4
DR-4022-0039-R,HMGP,2011,1,Vermont,50,Statewide,0.0,4022.0,STATEWIDE; WINDSOR,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,0.0,Hartford (Town of),0.0,HMGP,2023-11-02T00:00:00.000Z,2023-11-03T00:00:00.000Z,2012-12-21T00:00:00.000Z,592585.24,2013-01-09T00:00:00.000Z,355499.0,444438.92,0.0,0.0,0.0,0.75,0.0,0.0,2,2,96fd9cd0-ee77-4a56-b2d0-dc5505f4e59d
DR-4022-0003-P,HMGP,2011,1,Vermont,50,Statewide,0.0,4022.0,STATEWIDE,91.1: Local Multihazard Mitigation Plan,Closed,Statewide,0.0,Statewide,0.0,HMGP,2023-11-08T00:00:00.000Z,2023-11-08T00:00:00.000Z,2012-07-10T00:00:00.000Z,97610.56,2012-07-19T00:00:00.000Z,56010.0,67998.5,0.0,0.0,0.0,0.7,0.0,0.0,0,0,6a7c20ad-756e-4ac0-b201-6f852d9da00e
DR-1101-0022-F,HMGP,1996,1,Vermont,50,Statewide,0.0,1101.0,STATEWIDE,90.6: Mitigation Plan - State Multihazard Mitigation Plan,Closed,,,VT AGENCY OF NATURAL,,HMGP-Historical,1999-09-02T00:00:00.000Z,2002-09-03T00:00:00.000Z,,2943.0,,,2207.0,,,,0.75,0.0,0.0,0,0,6bc901e6-677b-4094-932a-ef5396d7d799
DR-4720-0099,HMGP,2023,1,Vermont,50,Chittenden,7.0,4720.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Pending,Statewide,0.0,Richmond (Town of),0.0,HMGP,,,,1288800.0,,,,,,,0.75,0.0,0.0,0,2,baecd5da-50cc-48e9-8e69-a892b6f15722
DR-4770-0002,HMGP,2024,1,Vermont,50,Chittenden,7.0,4770.0,CHITTENDEN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Pending,Statewide,0.0,Huntington,0.0,HMGP,,,,437306.0,,,,,,,0.75,0.0,0.0,0,1,ad3b5e78-7fa5-4553-91d1-5c5350e85ac7
DR-4380-0002-P,HMGP,2018,1,Vermont,50,Statewide,0.0,4380.0,STATEWIDE,91.5: Local Multijurisdictional Multihazard Mitigation Plan - UPDATE,Closed,Statewide,0.0,Statewide,0.0,HMGP,2023-09-08T00:00:00.000Z,2023-09-12T00:00:00.000Z,2020-05-28T00:00:00.000Z,15903.24,2020-06-01T00:00:00.000Z,30450.0,11927.43,0.0,0.0,0.0,0.75,0.0,0.0,0,0,cef2be4d-1abf-4b69-99ff-2eeefc1d3f89
DR-4022-0127-R,HMGP,2011,1,Vermont,50,Chittenden,7.0,4022.0,CHITTENDEN,202.1: Elevation of Private Structures - Riverine,Closed,Statewide,0.0,Bolton (Town of),0.0,HMGP,2023-12-08T00:00:00.000Z,2023-12-08T00:00:00.000Z,2015-09-08T00:00:00.000Z,129262.61,2015-09-11T00:00:00.000Z,403648.0,96946.95,0.0,0.0,0.0,0.75,0.0,0.0,4,5,e1fea8e1-f97e-4397-b10d-57ce49cf3715
DR-1816-0003-F,HMGP,2009,1,Vermont,50,Statewide,0.0,1816.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,Statewide,0.0,TOW-RIVERS-OTTAUQECHEE REGIONAL COMMISSION,0.0,HMGP,,2014-08-11T00:00:00.000Z,,0.0,2010-08-30T00:00:00.000Z,4688.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,c6c51b67-a47b-4956-b85c-ee07c1637118
PDMC-MC-01-VT-2017-005,PDM,2017,1,Vermont,50,,,,,"700.1: Management Costs - Salaries; 
700.4: Management Costs - Supplies",Closed,Vermont Emergency Management,0.0,Vermont Emergency Management,0.0,eGrants,2020-12-07T00:00:00.000Z,2021-12-15T00:00:00.000Z,2020-12-17T00:00:00.000Z,88025.0,2020-12-17T00:00:00.000Z,66018.74,66018.74,,,,0.75,,,0,0,78cdee9d-814f-47b6-b227-cbc664319a52
DR-9005-0004-R,PDM,2000,1,Vermont,50,Chittenden,7.0,9005.0,CHITTENDEN,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,,,,HMGP-Historical,2002-08-12T00:00:00.000Z,,,18600.0,,,12900.0,,,,0.69,0.0,0.0,0,0,676b4e04-6d22-49b6-8c93-adcf63411e54
DR-9005-0010-R,PDM,2000,1,Vermont,50,,,9005.0,,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,,,,HMGP-Historical,2002-08-12T00:00:00.000Z,,,21800.0,,,13700.0,,,,0.63,0.0,0.0,0,0,eb2116b6-b455-4acc-836e-d61ce59c4a0b
DR-9005-0016-R,PDM,2000,1,Vermont,50,,,9005.0,,90.4: Mitigation Plan - Local Multihazard Mitigation Plan,Closed,,,,,HMGP-Historical,2002-08-12T00:00:00.000Z,,,18000.0,,,15000.0,,,,0.83,0.0,0.0,0,0,2c7979e0-e835-4bf1-9b88-913b6c62cff9
DR-4720-0001-R,HMGP,2023,1,Vermont,50,Statewide,0.0,4720.0,STATEWIDE,904.1: Advanced Assistance,Approved,Statewide,0.0,Statewide,0.0,HMGP,2023-10-26T00:00:00.000Z,,2023-10-26T00:00:00.000Z,800000.0,2023-11-03T00:00:00.000Z,600000.0,600000.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,2b166d1e-572c-4138-95e9-443c80126894
DR-0875-0008-R,HMGP,1990,1,Vermont,50,Statewide,0.0,875.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,,,DEPT. OF PUBLIC SAFE,,HMGP-Historical,1995-03-01T00:00:00.000Z,1996-06-11T00:00:00.000Z,,149400.0,,,43205.0,,,,0.29,0.0,0.0,0,0,abd5f244-67c1-4e5d-93d6-283b1e9fd817
DR-1063-M001-M,HMGP,1995,1,Vermont,50,Statewide,0.0,1063.0,STATEWIDE,700.1: Management Costs - Salaries,Closed,,,DEPT. OF PUBLIC SAFE,,HMGP-Historical,1996-02-05T00:00:00.000Z,2002-07-25T00:00:00.000Z,,51685.0,,,38700.0,,,,0.75,0.0,0.0,0,0,61351506-25a9-433d-802e-b52a569ec28d
DR-1228-0022-F,HMGP,1998,1,Vermont,50,Statewide,0.0,1228.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,,,VT AGENCY OF NATURAL,,HMGP-Historical,2001-06-26T00:00:00.000Z,2002-09-11T00:00:00.000Z,,20000.0,,,15000.0,,,,0.75,0.0,0.0,0,0,d23e4a19-bf61-4949-907f-1dc8fcc4acb4
DR-1816-0005-F,HMGP,2009,1,Vermont,50,Statewide,0.0,1816.0,STATEWIDE,"100.1: Public Awareness and Education (Brochures, Workshops, Videos, etc.)",Closed,Statewide,0.0,Statewide,0.0,HMGP,2014-08-12T00:00:00.000Z,2014-09-18T00:00:00.000Z,2010-09-08T00:00:00.000Z,4677.0,2010-09-16T00:00:00.000Z,4688.0,3508.0,0.0,0.0,0.0,0.75,0.0,0.0,0,0,83c99ea6-ed45-4c55-952c-f52161ab6149
