agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
0,2026-02-11T00:00:00.000Z,,1,,2011-05-27T00:00:00.000Z,0,,,,A07,0,,,,1.0,0,,4.0,1900-01-01T00:00:00.000Z,2011-03-31T00:00:00.000Z,10159.27,0.0,0.0,0,1,0,40200.0,0.0,2011,0,15159.0,5,10159.27,72912.0,4,N,,,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500105.0,,,,,1.0,112173.0,,A,0,1.0,,7.0,0,VT,Currently Unavailable,5641.0,50023.0,50023955200.0,500239552005.0,44.2,-72.5,6e47b713-b570-4541-8edc-412d34b8eb3d
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-27T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,11.0,2004-01-01T00:00:00.000Z,2021-11-13T00:00:00.000Z,32537.79,0.0,0.0,1,RatingEngine,0,250000.0,0.0,2011,1,37537.0,5,32537.79,147473.0,2,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500157.0,500157.0,"WESTON, TOWN OF",,,1.0,156886.0,,R,0,1.0,AE,1.0,0,VT,Currently Unavailable,5161.0,50027.0,50027966500.0,500279665004.0,43.3,-72.8,e4f24db4-2a68-4db1-bce6-bff6127a516a
0,2026-02-11T00:00:00.000Z,1.0,1,,1987-04-05T00:00:00.000Z,0,,,,A,0,2.0,,,3.0,0,10.0,4.0,1950-07-01T00:00:00.000Z,1986-02-02T00:00:00.000Z,15999.62,5000.0,0.0,0,1,0,50300.0,10000.0,1987,0,16500.0,9,15999.62,75000.0,2,N,5680.0,9,5000.0,0.0,0.0,,,,0.0,0,,,0.0,500132.0,,,,,1.0,0.0,0.0,A,0,3.0,,,0,VT,Currently Unavailable,5148.0,50025.0,50025967300.0,500259673002.0,43.2,-72.8,71119e1a-5305-480f-b7e5-082670721916
0,2026-02-11T00:00:00.000Z,,1,,2023-07-11T00:00:00.000Z,0,,,,AE,0,,,,1.0,0,,18.0,2016-06-01T00:00:00.000Z,2023-03-30T00:00:00.000Z,9851.59,0.0,0.0,0,RatingEngine,1,142000.0,0.0,2023,0,11102.0,F,9851.59,60702.0,4,N,,,0.0,,,,,,,0,Vermont/New York Flooding,30000.0,0.0,500123.0,,"WATERBURY, TOWN OF",,,11.0,68830.0,,A,0,3.0,,,1,VT,Currently Unavailable,5676.0,50023.0,50023954300.0,500239543003.0,44.3,-72.8,d34f3ef1-adef-4fdb-ac5f-50c958885bf9
0,2026-02-11T00:00:00.000Z,2.0,1,,1998-06-27T00:00:00.000Z,0,,,,A,0,4.0,,,3.0,0,,4.0,1923-07-01T00:00:00.000Z,1984-08-13T00:00:00.000Z,4300.0,9500.0,0.0,0,1,0,50900.0,24900.0,1998,0,5050.0,1,4300.0,51004.0,4,N,10250.0,1,9500.0,0.0,0.0,,127.0,,0.0,0,Flooding,30000.0,0.0,500007.0,,,,,1.0,231840.0,0.0,A,0,0.0,,,0,VT,Currently Unavailable,5752.0,50001.0,50001960500.0,500019605001.0,44.1,-73.1,14ee5657-afe2-4f98-89cf-2747265c77aa
0,2026-02-11T00:00:00.000Z,,1,,2011-08-28T00:00:00.000Z,0,1,,,X,0,4.0,,,2.0,0,,1.0,2004-01-01T00:00:00.000Z,2011-07-30T00:00:00.000Z,16950.77,4430.0,0.0,1,1,0,97300.0,20000.0,2011,1,16445.0,1,16950.77,104318.0,2,N,5430.0,1,4430.0,0.0,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500241.0,500241.0,"TOPSHAM, TOWN OF",,,1.0,120979.0,0.0,R,0,4.0,X,1.0,0,VT,Currently Unavailable,5086.0,50017.0,50017959102.0,500179591021.0,44.1,-72.3,3c89e524-b372-4907-8493-4a41c03c604a
0,2026-02-11T00:00:00.000Z,2.0,1,,2007-07-11T00:00:00.000Z,0,1,,,A07,0,3.0,,,3.0,0,,1.0,1950-07-01T00:00:00.000Z,2006-01-23T00:00:00.000Z,7063.62,0.0,0.0,0,1,0,85000.0,70000.0,2007,1,8064.0,2,7063.62,111359.0,4,N,,2,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500105.0,,,,,1.0,163763.0,,A,0,0.0,,1.0,0,VT,Currently Unavailable,5641.0,50023.0,50023955200.0,500239552006.0,44.2,-72.5,3fe57598-b75b-449a-b003-fb2229b78ffa
0,2026-02-11T00:00:00.000Z,,1,,2000-12-17T00:00:00.000Z,0,,,,X,0,6.0,,,5.0,0,10.0,1.0,1970-01-01T00:00:00.000Z,2000-06-18T00:00:00.000Z,2601.4,0.0,0.0,0,1,0,27000.0,13500.0,2000,1,3101.0,0,2601.4,22659.0,4,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500028.0,,,97.0,,1.0,28324.0,,A,0,0.0,,,0,VT,Currently Unavailable,5851.0,50005.0,,,44.5,-72.0,02f5aba4-161a-43b3-88d8-decd94e5c64e
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-29T00:00:00.000Z,0,,,,AE,0,,,,3.0,0,,1.0,1980-01-01T00:00:00.000Z,2010-06-28T00:00:00.000Z,95611.03,0.0,0.0,0,1,0,250000.0,0.0,2011,1,100611.0,5,95611.03,215274.0,2,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500122.0,,,,,1.0,309670.0,,R,0,3.0,,1.0,0,VT,Currently Unavailable,5676.0,50023.0,50023954300.0,500239543004.0,44.3,-72.8,d9c8eaa3-b90e-4ef8-8bcc-5dffb6522795
0,2026-02-11T00:00:00.000Z,,1,,2023-07-10T00:00:00.000Z,1,,,,AE,0,,,,2.0,0,,11.0,1912-01-01T00:00:00.000Z,2010-03-16T00:00:00.000Z,5183.34,0.0,0.0,0,RatingEngine,0,250000.0,100000.0,2023,1,6737.0,2,5183.34,213391.0,2,N,0.0,1,0.0,0.0,0.0,,,,,0,Vermont/New York Flooding,30000.0,0.0,500123.0,500122.0,"WATERBURY, TOWN OF",20.0,,1.0,288366.0,0.0,R,0,,AE,1.0,0,VT,Currently Unavailable,5676.0,50023.0,50023954300.0,500239543004.0,44.3,-72.7,55c8dbc3-3a45-4480-99f6-b3a6e146f38d
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,1,,,X,0,2.0,,,2.0,0,,1.0,1901-01-01T00:00:00.000Z,2011-01-03T00:00:00.000Z,123603.14,15336.35,0.0,0,7,0,200000.0,80000.0,2011,1,108423.0,1,123603.14,109245.0,2,N,16337.0,1,15336.35,0.0,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500148.0,,,,,1.0,147160.0,0.0,R,0,5.0,,1.0,0,VT,Currently Unavailable,5001.0,50027.0,50027965502.0,500279655021.0,43.7,-72.4,7c070e0f-a9cd-4315-bac3-ac76faec0f2e
0,2026-02-11T00:00:00.000Z,2.0,1,,2014-01-12T00:00:00.000Z,0,,,,AE,0,,,,3.0,0,,6.0,1950-07-01T00:00:00.000Z,1991-12-19T00:00:00.000Z,17338.15,0.0,0.0,0,1,0,35000.0,0.0,2014,0,19338.0,G,17338.15,2139726.0,2,N,,,0.0,,0.0,,,,0.0,0,,30000.0,0.0,505518.0,505518.0,"MONTPELIER, CITY OF",,,0.0,2404187.0,,A,0,1.0,AE,1.0,0,VT,Currently Unavailable,5602.0,50023.0,50023954600.0,500239546002.0,44.3,-72.6,ddc04387-c45d-445d-848f-cc65e8ba6a2c
0,2026-02-11T00:00:00.000Z,,1,,1987-04-05T00:00:00.000Z,0,,,,B,0,4.0,,,2.0,0,10.0,1.0,1962-07-01T00:00:00.000Z,1987-02-28T00:00:00.000Z,,,,0,1,0,43900.0,6200.0,1987,0,,3,0.0,,1,N,,3,0.0,,0.0,,,,0.0,0,,15000.0,0.0,500138.0,,,1.0,1.0,1.0,,,,0,0.0,,,0,VT,Currently Unavailable,5355.0,50025.0,,,43.0,-72.8,83784198-7bf3-465a-b6f2-b219fa8b4d67
0,2026-02-11T00:00:00.000Z,1.0,1,,2011-08-28T00:00:00.000Z,0,,,,B,0,2.0,,,3.0,0,,1.0,1940-01-01T00:00:00.000Z,2002-11-23T00:00:00.000Z,7030.99,0.0,0.0,0,1,0,22100.0,8900.0,2011,1,8030.0,1,7030.99,148549.0,2,N,,1,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500103.0,500103.0,"WALLINGFORD, TOWN OF",20.0,,1.0,165054.0,,A,0,3.0,AE,1.0,0,VT,Currently Unavailable,5773.0,50021.0,50021964000.0,500219640001.0,43.5,-73.0,ced73bef-d685-4194-8215-a1cf197a54ab
0,2026-02-11T00:00:00.000Z,1.0,1,,2011-08-29T00:00:00.000Z,0,1,,,AE,0,,,,3.0,0,,1.0,1981-01-01T00:00:00.000Z,2011-02-23T00:00:00.000Z,4423.56,0.0,0.0,0,1,0,140300.0,0.0,2011,0,6424.0,2,4423.56,64577.0,2,U,,0,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,,0.0,500122.0,,,,,1.0,113786.0,,A,0,0.0,,1.0,0,VT,Currently Unavailable,5676.0,50023.0,50023954300.0,500239543003.0,44.3,-72.8,063807b0-3a84-4d4e-9e71-e4625011b85c
0,2026-02-11T00:00:00.000Z,2.0,1,,2023-07-10T00:00:00.000Z,0,1,,,B,0,3.0,,,2.0,0,,12.0,1901-01-01T00:00:00.000Z,2012-04-08T00:00:00.000Z,100000.0,0.0,0.0,0,RatingEngine,0,121000.0,45000.0,2023,0,97589.0,F,100000.0,260636.0,2,N,0.0,1,0.0,0.0,0.0,,,,,0,Vermont/New York Flooding,30000.0,0.0,500228.0,500228.0,"CAMBRIDGE, VILLAGE OF",97.0,,2.0,489699.0,0.0,A,0,1.0,B,1.0,0,VT,Currently Unavailable,5444.0,50015.0,50015953100.0,500159531001.0,44.6,-72.9,18c7dc15-5193-44eb-815d-f2452284f64c
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-06-09T00:00:00.000Z,0,,,,A07,0,,,,2.0,0,,2.0,2005-05-01T00:00:00.000Z,2010-07-22T00:00:00.000Z,294.2,0.0,0.0,1,8,0,16300.0,0.0,2011,0,1295.0,1,294.2,133659.0,4,N,,,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500105.0,,,,,1.0,167073.0,,A,0,0.0,,1.0,0,VT,Currently Unavailable,5641.0,50023.0,50023955100.0,500239551003.0,44.2,-72.5,13dfb1f7-82b5-4885-9b19-788014214d86
0,2026-02-11T00:00:00.000Z,1.0,1,,2011-08-28T00:00:00.000Z,0,,1.0,998.0,AE,0,2.0,999.0,999.0,3.0,0,,6.0,1980-06-01T00:00:00.000Z,1999-08-25T00:00:00.000Z,,,,1,1,0,0.0,21800.0,2011,0,,,0.0,,2,U,,1,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,,0.0,500294.0,500294.0,"LUDLOW, VILLAGE OF",20.0,,0.0,,,A,0,1.0,AE,1.0,0,VT,Currently Unavailable,5149.0,50027.0,50027966300.0,500279663002.0,43.4,-72.7,7511dfc1-9a7b-42e5-9440-338979e6adc4
0,2026-02-11T00:00:00.000Z,,1,,2024-07-10T00:00:00.000Z,0,,,,AE,0,,,,3.0,0,,11.0,1900-06-20T00:00:00.000Z,2021-10-02T00:00:00.000Z,26167.04,0.0,0.0,0,RatingEngine,0,153000.0,0.0,2024,1,28167.0,2,26167.04,255524.0,2,N,0.0,,0.0,0.0,,,,,0.0,0,,30000.0,0.0,500027.0,,"HARDWICK, TOWN AND VILLAGE OF",,,1.0,327955.0,0.0,A,0,0.0,,,0,VT,Currently Unavailable,5843.0,50005.0,50005957700.0,500059577002.0,44.5,-72.4,66593665-9947-44b6-ab89-86b3a94aa3de
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-05-27T00:00:00.000Z,0,,,,A10,0,,,,3.0,0,,1.0,1910-07-01T00:00:00.000Z,2002-09-24T00:00:00.000Z,,,,0,1,0,107000.0,0.0,2011,1,,2,0.0,,0,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500106.0,,,,97.0,1.0,,,A,0,,,1.0,0,VT,Currently Unavailable,5602.0,50023.0,50023954500.0,500239545002.0,44.2,-72.5,77ad2500-a3c4-4009-b12a-facd81b05071
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,,,,AE,0,,,,3.0,0,,12.0,1901-01-01T00:00:00.000Z,2005-06-30T00:00:00.000Z,10733.51,0.0,0.0,0,RatingEngine,0,70000.0,0.0,2011,0,12734.0,2,10733.51,167092.0,4,N,,,0.0,,,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500101.0,500101.0,"RUTLAND, CITY OF",,,4.0,248634.0,,A,0,6.0,AE,1.0,0,VT,Currently Unavailable,5701.0,50021.0,50021963300.0,500219633003.0,43.6,-73.0,497b9b97-fa5d-434c-890f-4e7f2fa9c882
0,2026-02-11T00:00:00.000Z,2.0,1,9.0,2011-08-29T00:00:00.000Z,0,,,,AE,0,2.0,,,3.0,0,,6.0,1950-07-01T00:00:00.000Z,1997-08-17T00:00:00.000Z,12088.62,0.0,0.0,0,1,1,98500.0,0.0,2011,0,14088.0,5,12088.62,194272.0,2,N,,0,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,505518.0,505518.0,"MONTPELIER, CITY OF",,,1.0,281554.0,,A,0,6.0,AE,1.0,0,VT,Currently Unavailable,5602.0,50023.0,50023954600.0,500239546002.0,44.3,-72.6,be212ab3-7690-48a1-b7a3-0d4bf6623a15
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-05-26T00:00:00.000Z,0,,,,A07,0,,,,3.0,0,,2.0,1925-01-01T00:00:00.000Z,2011-02-11T00:00:00.000Z,3386.87,0.0,0.0,0,1,0,234300.0,0.0,2011,1,8386.0,5,3386.87,205094.0,2,N,,,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500105.0,,,,,1.0,275680.0,,A,0,5.0,,1.0,0,VT,Currently Unavailable,5641.0,50023.0,50023955200.0,500239552005.0,44.2,-72.5,a6ba6560-4634-4a52-9c8e-d993ea1837e0
0,2026-02-11T00:00:00.000Z,0.0,1,,2019-03-15T00:00:00.000Z,0,1,,,X,0,4.0,,,2.0,0,,11.0,2012-08-15T00:00:00.000Z,2015-10-23T00:00:00.000Z,12210.24,0.0,0.0,1,RatingEngine,0,250000.0,100000.0,2019,1,12409.0,F,12210.24,152170.0,4,N,,1,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500219.0,500219.0,"ST ALBANS, TOWN OF",97.0,,1.0,190213.0,,R,0,1.0,X,1.0,0,VT,Currently Unavailable,5478.0,50011.0,50011010600.0,500110106004.0,44.8,-73.2,df8cec53-f266-4e98-b4b6-4ac8438205db
0,2026-02-11T00:00:00.000Z,1.0,1,,2007-03-14T00:00:00.000Z,0,,,,X,0,2.0,,,3.0,0,,1.0,1908-07-01T00:00:00.000Z,2006-04-21T00:00:00.000Z,,,,0,7,0,100000.0,40000.0,2007,1,448.0,0,0.0,85837.0,4,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500155.0,,,97.0,1.0,1.0,150592.0,,A,0,1.0,,,0,VT,Currently Unavailable,5762.0,50021.0,50021962100.0,500219621001.0,43.7,-72.8,09a3e208-9bc2-4ba3-ab65-9492f8b41826
0,2026-02-11T00:00:00.000Z,2.0,1,,2002-06-12T00:00:00.000Z,0,,,,A,0,,,,2.0,0,10.0,4.0,1900-01-01T00:00:00.000Z,2001-06-27T00:00:00.000Z,,,,0,1,0,50000.0,0.0,2002,0,771.0,2,0.0,99312.0,4,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500031.0,,,,1.0,1.0,124140.0,,A,0,0.0,,,0,VT,Currently Unavailable,5863.0,50005.0,50005957500.0,500059575001.0,44.5,-72.0,537ae526-a4fc-4845-88c7-cec2f1b1e032
0,2026-02-11T00:00:00.000Z,2.0,1,,1998-06-27T00:00:00.000Z,0,,,,A05,0,2.0,,,3.0,0,10.0,1.0,1950-07-01T00:00:00.000Z,1997-10-01T00:00:00.000Z,34179.3,0.0,0.0,0,1,0,44800.0,0.0,1998,1,35000.0,9,34179.3,60480.0,2,N,,,0.0,,0.0,,127.0,,0.0,0,Flooding,15000.0,0.0,500121.0,,,,,1.0,75600.0,,A,0,54.0,,,0,VT,Currently Unavailable,5674.0,50023.0,,,44.1,-72.9,b7556790-4e04-47a4-8951-0a898cf6ab33
0,2026-02-11T00:00:00.000Z,2.0,1,,2015-07-19T00:00:00.000Z,0,,,,A,0,,,,3.0,0,,3.0,1950-07-01T00:00:00.000Z,2010-01-22T00:00:00.000Z,2624.85,0.0,0.0,0,1,0,275000.0,0.0,2015,0,4624.0,2,2624.85,339341.0,2,N,,,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500275.0,500275.0,"PLAINFIELD, TOWN OF",,,0.0,595335.0,,A,0,3.0,A,1.0,0,VT,Currently Unavailable,5667.0,50023.0,50023954000.0,500239540003.0,44.3,-72.4,27a7541b-d231-4073-9504-c38958d87fef
0,2026-02-11T00:00:00.000Z,,1,,2011-05-26T00:00:00.000Z,0,1,,,AE,0,,,,5.0,0,,1.0,1982-01-01T00:00:00.000Z,2009-09-03T00:00:00.000Z,50000.0,0.0,0.0,0,1,0,55000.0,0.0,2011,1,57058.0,2,50000.0,57128.0,2,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500024.0,500024.0,"BARNET, TOWN OF",,,1.0,73705.0,,A,0,4.0,AE,,0,VT,Currently Unavailable,5861.0,50005.0,50005957900.0,500059579002.0,44.4,-72.0,a6a0b9ef-68ec-4c74-a67f-be5e02f04760
0,2026-02-11T00:00:00.000Z,2.0,1,,1995-08-06T00:00:00.000Z,0,,,,A07,0,,,,2.0,0,,1.0,1900-01-01T00:00:00.000Z,1995-07-19T00:00:00.000Z,1923.28,0.0,0.0,0,1,0,30000.0,0.0,1995,1,2924.0,1,1923.28,20736.0,2,N,,0,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500027.0,,,,,1.0,25920.0,,A,0,,,,0,VT,Currently Unavailable,5843.0,50005.0,50005957700.0,500059577002.0,44.5,-72.4,1ca40cf0-43b8-4cae-bbda-548bc2a6ca9d
0,2026-02-11T00:00:00.000Z,2.0,1,,1984-05-29T00:00:00.000Z,0,,,,,0,,,,3.0,0,10.0,1.0,1920-07-01T00:00:00.000Z,1984-01-27T00:00:00.000Z,1372.54,0.0,0.0,0,1,0,19400.0,0.0,1984,0,1873.0,0,1372.54,30000.0,1,N,,,0.0,,0.0,,,,0.0,0,,,0.0,500132.0,,,,,1.0,0.0,,A,0,0.0,,,0,VT,Currently Unavailable,5155.0,50025.0,50025967300.0,500259673001.0,43.2,-72.8,2b68a9a4-1ab5-4076-89fd-fb1a051d60cb
0,2026-02-11T00:00:00.000Z,2.0,1,,2024-07-11T00:00:00.000Z,0,,,,AE,0,2.0,,,1.0,0,,11.0,1970-01-01T00:00:00.000Z,2022-09-24T00:00:00.000Z,13426.97,0.0,0.0,0,RatingEngine,0,100000.0,0.0,2024,1,16737.0,5,13426.97,88283.0,2,N,,,0.0,,0.0,,,,,0,,30000.0,0.0,500036.0,500036.0,"HUNTINGTON, TOWN OF",,,1.0,109416.0,,R,0,,AE,,0,VT,Currently Unavailable,5462.0,50007.0,50007003503.0,500070035031.0,44.3,-73.0,78d8bca8-2aeb-444e-b048-f42c28295b5a
0,2026-02-11T00:00:00.000Z,1.0,1,,2023-07-10T00:00:00.000Z,0,,,,AE,0,2.0,,,1.0,0,,11.0,1950-07-01T00:00:00.000Z,2019-04-30T00:00:00.000Z,,,,0,RatingEngine,0,150000.0,25000.0,2023,1,3108.0,5,0.0,241445.0,2,N,0.0,2,0.0,0.0,0.0,,,,1.0,0,Vermont/New York Flooding,30000.0,0.0,500146.0,500146.0,"CHESTER, TOWN OF",,,1.0,338550.0,0.0,A,0,6.0,AE,1.0,0,VT,Currently Unavailable,5143.0,50027.0,50027966501.0,500279665012.0,43.3,-72.6,8df66908-07a1-491b-8524-18938ee9a2a1
0,2026-02-11T00:00:00.000Z,,1,,1994-04-17T00:00:00.000Z,0,,,,C,0,,,,1.0,0,,1.0,1985-09-27T00:00:00.000Z,1993-03-24T00:00:00.000Z,8143.63,0.0,0.0,1,1,0,96700.0,0.0,1994,1,9800.0,1,8143.63,73400.0,2,N,,0,0.0,,0.0,,,,0.0,0,,20000.0,0.0,500248.0,,,,,1.0,0.0,,A,0,,,,0,VT,Currently Unavailable,5829.0,50019.0,50019951200.0,500199512003.0,44.9,-72.1,1484cc3c-012f-4ef2-b049-7fbd7135fd4b
0,2026-02-11T00:00:00.000Z,2.0,1,,2023-07-10T00:00:00.000Z,0,,,,AE,0,,,,1.0,1,,18.0,1950-07-01T00:00:00.000Z,1997-07-13T00:00:00.000Z,70744.07,0.0,0.0,0,RatingEngine,0,242000.0,0.0,2023,0,72744.0,2,70744.07,776445.0,4,N,0.0,,0.0,0.0,0.0,,,,0.0,0,Vermont/New York Flooding,30000.0,0.0,505518.0,505518.0,"MONTPELIER, CITY OF",,,1.0,1027407.0,0.0,A,0,0.0,AE,8.0,0,VT,Currently Unavailable,5602.0,50023.0,50023954600.0,500239546002.0,44.3,-72.6,dee06ba4-3205-4831-a1db-caba8f6b9ad4
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,,,,A,0,,,,2.0,0,,1.0,1930-05-01T00:00:00.000Z,2009-09-16T00:00:00.000Z,62829.91,0.0,0.0,0,1,0,126500.0,0.0,2011,0,67830.0,5,62829.91,155459.0,4,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500294.0,,,,,1.0,177287.0,,A,0,0.0,,1.0,0,VT,Currently Unavailable,5149.0,50027.0,50027966300.0,500279663002.0,43.4,-72.7,cd4b0dab-7d5c-461c-82d4-b2ad836af786
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-29T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,,12.0,1920-07-01T00:00:00.000Z,2010-03-07T00:00:00.000Z,51297.63,0.0,0.0,0,RatingEngine,0,52000.0,0.0,2011,0,51648.0,1,51297.63,109739.0,2,N,,,0.0,,,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500101.0,500101.0,"RUTLAND, CITY OF",,,4.0,147995.0,,R,0,11.0,AE,1.0,0,VT,Currently Unavailable,5701.0,50021.0,50021963300.0,500219633004.0,43.6,-73.0,a21cbf16-cee0-40dc-b5ec-bf952c4be992
0,2026-02-11T00:00:00.000Z,,1,,2011-08-28T00:00:00.000Z,0,1,,,AE,0,,,,1.0,0,,4.0,1979-01-01T00:00:00.000Z,2011-01-25T00:00:00.000Z,10054.46,0.0,0.0,0,1,0,129000.0,0.0,2011,0,11055.0,1,10054.46,556170.0,2,N,,,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500073.0,,,,,1.0,654317.0,,A,0,2.0,,8.0,0,VT,Currently Unavailable,5060.0,50017.0,50017959400.0,500179594003.0,43.9,-72.7,a1fc435c-c183-40b2-95aa-75025c56e4b7
0,2026-02-11T00:00:00.000Z,1.0,1,,2015-07-19T00:00:00.000Z,0,1,,,B,0,2.0,,,3.0,0,10.0,2.0,1940-01-05T00:00:00.000Z,1995-09-17T00:00:00.000Z,1976.49,0.0,0.0,0,7,0,150000.0,60000.0,2015,1,2941.0,1,1976.49,147572.0,4,N,,1,0.0,,0.0,,,,0.0,0,,30000.0,0.0,500105.0,,,97.0,,1.0,184464.0,,A,0,9.0,,,0,VT,Currently Unavailable,5641.0,50023.0,50023955100.0,500239551001.0,44.2,-72.5,cbe731bd-b25a-4dc2-9733-2c868430788c
0,2026-02-11T00:00:00.000Z,2.0,1,,2000-12-18T00:00:00.000Z,0,,,,AE,0,,,,2.0,0,10.0,1.0,1901-07-01T00:00:00.000Z,1987-04-01T00:00:00.000Z,4639.57,0.0,0.0,0,1,0,46000.0,7100.0,2000,1,5639.0,1,4639.57,99792.0,4,N,748.0,1,0.0,0.0,0.0,,,,0.0,0,,20000.0,0.0,500028.0,,,1.0,,1.0,118800.0,0.0,A,0,0.0,,,0,VT,Currently Unavailable,,,,,,,1343977c-55c8-4c1d-bab4-dddae0e4a976
0,2026-02-11T00:00:00.000Z,,1,,1981-02-11T00:00:00.000Z,0,,,,,0,2.0,,,3.0,0,10.0,1.0,1492-10-12T00:00:00.000Z,1978-12-04T00:00:00.000Z,,,,0,1,0,14500.0,1000.0,1981,0,,,0.0,,4,N,,,0.0,,0.0,,,,0.0,0,,,0.0,500027.0,,,8.0,8.0,1.0,,,,0,0.0,,,0,VT,Currently Unavailable,5843.0,50005.0,50005957700.0,500059577002.0,44.5,-72.4,89327e8e-12ce-4d2b-abe3-51758ab044d5
0,2026-02-11T00:00:00.000Z,2.0,1,,2011-08-28T00:00:00.000Z,0,,-31.0,574.0,AE,0,2.0,557.9,543.2,3.0,0,,6.0,1940-07-02T00:00:00.000Z,2004-05-08T00:00:00.000Z,500000.0,0.0,0.0,0,1,0,500000.0,414300.0,2011,0,613533.0,D,500000.0,1434177.0,2,N,,D,0.0,,0.0,,287.0,,0.0,0,Hurricane Irene,30000.0,0.0,500148.0,500148.0,"HARTFORD, TOWN OF",,,0.0,2206427.0,,A,0,18.0,AE,1.0,0,VT,Currently Unavailable,5059.0,,,,43.6,-72.4,1b11086c-ddf4-4004-852b-13396eee7121
0,2026-02-11T00:00:00.000Z,,1,,2024-07-10T00:00:00.000Z,0,,,,A,0,,,,1.0,0,,15.0,,2023-09-12T00:00:00.000Z,11295.57,0.0,0.0,0,G,0,89600.0,0.0,2024,0,11496.0,H,11295.57,192433.0,2,L,0.0,H,0.0,52007.0,,,,,,0,,,0.0,500105.0,,"BARRE, CITY OF",20.0,,1.0,268976.0,0.0,A,0,,,,0,VT,Currently Unavailable,5641.0,50023.0,,,,,c1055f36-f32f-464e-997e-767fbff30412
