projectIdentifier,programArea,programFy,disasterNumber,projectCounties,projectType,status,subrecipient,dateApproved,projectAmount,federalShareObligated,costSharePercentage,benefitCostRatio,netValueBenefits,numberOfFinalProperties,numberOfProperties,flood_mitigation_flag,subcategory,acquisition_buyouts,admin,ecosystem_restoration,equipment,flood_control,infrastructure_protection,infrastructure_stormwater,other,planning,structure_protection,funding_acquisition_buyouts,funding_admin,funding_ecosystem_restoration,funding_equipment,funding_flood_control,funding_infrastructure_protection,funding_infrastructure_stormwater,funding_other,funding_planning,funding_structure_protection,cost_per_property,cost_per_final_property,town_assigned,geo_level
DR-4163-0010-R,HMGP,2014,4163.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Woodbury (Town of),2022-07-20T00:00:00.000Z,190550.5,141204.0,0.74,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,141204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141204.0,141204.0,WOODBURY TOWN,local
DR-1201-0007-R,HMGP,1998,1201.0,WASHINGTON,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,Johnson (Town of),1999-03-31T00:00:00.000Z,27668.0,20751.0,0.75,1.4,37227.0,0,0,1.0,shoreline_stabilization,False,False,True,False,False,False,False,False,False,False,0.0,0.0,20751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,JOHNSON TOWN,local
DR-1228-0003-R,HMGP,1998,1228.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Warren (Town of ),1998-09-24T00:00:00.000Z,225390.0,152630.0,0.68,0.0,0.0,3,3,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,152630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50876.666666666664,50876.666666666664,WARREN TOWN,local
DR-4022-0101-R,HMGP,2011,4022.0,WASHINGTON,202.1: Elevation of Private Structures - Riverine,Closed,Waterbury (Town of),2025-05-02T00:00:00.000Z,115564.1,86548.0,0.75,0.0,0.0,1,1,1.0,elevation,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86548.0,86548.0,86548.0,WATERBURY TOWN,local
DR-4207-0006-R,HMGP,2015,4207.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Northfield (Town of),2019-05-28T00:00:00.000Z,175451.0,131588.43,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,131588.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131588.43,131588.43,NORTHFIELD TOWN,local
DR-4720-0093,HMGP,2023,4720.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,,253000.0,,0.75,0.0,0.0,0,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
PDMC-PJ-01-VT-2017-002,PDM,2017,,RUTLAND,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Town of Brandon,2019-01-28T00:00:00.000Z,502215.0,376661.25,0.75,1.0,502215.0,3,3,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,376661.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125553.75,125553.75,BRANDON TOWN,local
DR-1101-0016-R,HMGP,1996,1101.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,"Castleton, Town of",1999-04-08T00:00:00.000Z,13375.0,10031.0,0.75,1.54,20590.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,10031.0,0.0,0.0,0.0,,,CASTLETON TOWN,local
DR-1101-0015-R,HMGP,1996,1101.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,"Castleton, Town of",1999-04-08T00:00:00.000Z,100239.0,70021.0,0.7,3.05,44947.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,70021.0,0.0,0.0,0.0,,,CASTLETON TOWN,local
DR-1201-0010-R,HMGP,1998,1201.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,"Poultney, Town of ",1999-04-08T00:00:00.000Z,21228.0,15921.0,0.75,1.15,24322.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,15921.0,0.0,0.0,0.0,,,POULTNEY TOWN,local
DR-1184-0014-R,HMGP,1997,1184.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,"Castleton, Town of",1999-04-08T00:00:00.000Z,14327.0,5158.0,0.36,3.05,44947.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5158.0,0.0,0.0,0.0,,,CASTLETON TOWN,local
DR-1336-0009-R,HMGP,2000,1336.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,Poultney (Town of),2004-05-05T00:00:00.000Z,31939.0,23954.0,0.75,2.27,120111.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,23954.0,0.0,0.0,0.0,,,POULTNEY TOWN,local
DR-1336-0013-R,HMGP,2000,1336.0,RUTLAND,405.1: Other Minor Flood Control,Closed,Castleton (Town of),2004-06-08T00:00:00.000Z,4571.0,3428.0,0.75,8.42,23991.0,0,0,1.0,minor_flood_control,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,3428.0,0.0,0.0,0.0,0.0,0.0,,,CASTLETON TOWN,local
DR-4532-0002-R,HMGP,2020,4532.0,RUTLAND,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Brandon (Town of),2024-04-11T00:00:00.000Z,550.0,495.0,0.9,1.03,323000.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,495.0,BRANDON TOWN,local
DR-4022-0086-R,HMGP,2011,4022.0,RUTLAND,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Pittsfield (Town of),2024-01-24T00:00:00.000Z,286105.2,211638.0,0.74,3.47,979680.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,211638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211638.0,211638.0,PITTSFIELD TOWN,local
DR-4022-0105-R,HMGP,2011,4022.0,WASHINGTON,601.1: Generators,Closed,Barre (Town of),2023-02-03T00:00:00.000Z,9240.86,5175.0,0.56,1.13,8381.0,0,0,0.0,generators,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,5175.0,0.0,0.0,0.0,0.0,0.0,0.0,,,BARRE TOWN,local
PDMC-PJ-01-VT-2005-003,PDM,2005,,RUTLAND,402.1: Infrastructure Protective Measures (Roads and Bridges),Not Approved / Denied,Town of Castleton,,836792.96,,0.75,2.97,2516273.0,0,0,1.0,roads_bridges_protection,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,CASTLETON TOWN,local
DR-4720-0016-R,HMGP,2023,4720.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Middlesex (Town of),2024-08-28T00:00:00.000Z,4313606.0,3235204.5,0.75,0.0,0.0,0,13,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,3235204.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248861.88461538462,,MIDDLESEX TOWN,local
DR-4720-0006-R,HMGP,2023,4720.0,WASHINGTON,904.1: Advanced Assistance,Approved,Montpelier,2024-03-27T00:00:00.000Z,72800.0,54600.0,0.75,0.0,0.0,0,0,0.0,technical_assistance,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54600.0,0.0,,,MONTPELIER CITY,local
DR-4720-0028-R,HMGP,2023,4720.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2024-10-01T00:00:00.000Z,331200.0,248400.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,248400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248400.0,248400.0,,statewide
DR-4532-0024,HMGP,2020,4532.0,RUTLAND,601.1: Generators,Pending,West Haven (Town of),,22000.0,,0.9,0.0,0.0,0,0,0.0,generators,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,WEST HAVEN TOWN,local
DR-1101-0019-R,HMGP,1996,1101.0,WASHINGTON,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,"Waterbury, Town of",1998-11-09T00:00:00.000Z,69800.0,52350.0,0.75,2.3,124205.0,0,0,1.0,shoreline_stabilization,False,False,True,False,False,False,False,False,False,False,0.0,0.0,52350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,WATERBURY TOWN,local
DR-4330-0006-R,HMGP,2017,4330.0,RUTLAND,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Brandon (Town of),2022-04-07T00:00:00.000Z,0.0,0.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BRANDON TOWN,local
DR-4720-0005-R,HMGP,2023,4720.0,WASHINGTON,904.1: Advanced Assistance,Approved,Cabot (Town of),2024-03-27T00:00:00.000Z,69620.0,52215.0,0.75,0.0,0.0,0,0,0.0,technical_assistance,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52215.0,0.0,,,CABOT TOWN,local
DR-4330-0008-R,HMGP,2017,4330.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Middlesex (Town of),2024-01-25T00:00:00.000Z,273728.34,205296.26,0.75,2.38,323000.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,205296.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205296.26,205296.26,MIDDLESEX TOWN,local
DR-4022-0076-R,HMGP,2011,4022.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Northfield (Town of),2023-05-02T00:00:00.000Z,155263.25,116447.44,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,116447.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116447.44,116447.44,NORTHFIELD TOWN,local
DR-4022-0142-R,HMGP,2011,4022.0,RUTLAND,601.2: Generators - Regular,Closed,Killington (Town of),2021-04-12T00:00:00.000Z,0.0,0.0,0.75,1.13,39609.0,0,0,0.0,generators,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,KILLINGTON TOWN,local
FMA-PJ-01VT-1997001,FMA,1997,,WASHINGTON,"204.3: Dry Floodproofing Public Structures - Riverine; 
405.1: Other Minor Flood Control",Closed,"Montpelier, City Of",,94230.0,63135.0,0.67,,,2,3,1.0,"dry_floodproofing,minor_flood_control",False,False,False,False,True,False,False,False,False,True,0.0,0.0,0.0,0.0,31567.5,0.0,0.0,0.0,0.0,31567.5,21045.0,31567.5,MONTPELIER CITY,local
DR-4022-0008-R,HMGP,2011,4022.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,Pawlet (Town of),2023-05-30T00:00:00.000Z,13483.84,10112.89,0.75,1.25,44797.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,10112.89,0.0,0.0,0.0,,,PAWLET TOWN,local
DR-1228-0017-R,HMGP,1998,1228.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,Poultney (Town of),2000-01-24T00:00:00.000Z,33000.0,24750.0,0.75,1.07,35210.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,24750.0,0.0,0.0,0.0,,,POULTNEY TOWN,local
LPDM-PJ-01-VT-2023-001,LPDM,2023,,RUTLAND,402.4: Community Flood Mitigation Project ,Obligated,State of Vermont,2023-09-14T00:00:00.000Z,250667.0,188000.0,0.75,10.07,2516790.0,0,0,1.0,community_flood_mitigation,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,188000.0,0.0,0.0,0.0,,,,statewide
DR-4001-0005-R,HMGP,2011,4001.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Middlesex (Town of),2016-11-23T00:00:00.000Z,122095.0,91571.0,0.75,0.0,0.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,91571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45785.5,45785.5,MIDDLESEX TOWN,local
FMA-PL-01VT-1997001,FMA,1997,,WASHINGTON,,Closed,"Montpelier, City Of",1998-07-01T00:00:00.000Z,14000.0,10500.0,0.75,,,0,0,,,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,MONTPELIER CITY,local
FMA-TA-01VT-1997001,FMA,1997,,WASHINGTON,,,"Montpelier, City Of",1997-08-01T00:00:00.000Z,13960.0,0.0,0.75,,,0,0,,,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,MONTPELIER CITY,local
DR-4720-0089,HMGP,2023,4720.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,,722594.0,,0.75,0.0,0.0,0,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4022-0074-R,HMGP,2011,4022.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Northfield (Town of),2018-03-26T00:00:00.000Z,19098.0,14324.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,14324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14324.0,14324.0,NORTHFIELD TOWN,local
DR-1101-0008-R,HMGP,1996,1101.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,SHERBURNE (TOWN OF),1998-11-05T00:00:00.000Z,11000.0,8250.0,0.75,1.61,17672.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,8250.0,0.0,0.0,0.0,,,KILLINGTON TOWN,local
DR-4720-0081-R,HMGP,2023,4720.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2025-04-21T00:00:00.000Z,471000.0,353250.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,353250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353250.0,353250.0,,statewide
PDMC-PJ-01-VT-2017-004,PDM,2017,,RUTLAND,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Not Selected,Town of Brandon,,409245.0,,0.75,1.0,409245.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,BRANDON TOWN,local
DR-4022-0010-R,HMGP,2011,4022.0,RUTLAND,403.1: Stormwater Management - Culverts,Closed,Pawlet (Town of),2018-03-27T00:00:00.000Z,73178.0,54884.0,0.75,1.09,91529.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,54884.0,0.0,0.0,0.0,,,PAWLET TOWN,local
DR-0875-0009-R,HMGP,1990,875.0,WASHINGTON,203.3: Wet Floodproofing Public Structures - Riverine,Closed,MONTPELIER,1994-08-11T00:00:00.000Z,90000.0,45000.0,0.5,0.0,0.0,1,1,1.0,wet_floodproofing,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,45000.0,45000.0,MONTPELIER CITY,local
DR-1101-0005-R,HMGP,1996,1101.0,RUTLAND,402.1: Infrastructure Protective Measures (Roads and Bridges),Withdrawn,SHERBURNE (TOWN OF),,,,,0.0,,0,0,1.0,roads_bridges_protection,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,KILLINGTON TOWN,local
FMA-PJ-01-VT-2023-006,FMA,2023,,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Obligated,Vermont Emergency Management,2024-11-25T00:00:00.000Z,1057136.85,951423.16,0.9,2.0,2.0,3,3,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,951423.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317141.05333333334,317141.05333333334,,statewide
DR-0938-0005-R,HMGP,1992,938.0,WASHINGTON,203.4: Wet Floodproofing Public Structures - Coastal,Withdrawn,MONTPELIER,,0.0,0.0,0.0,0.0,,0,1,1.0,wet_floodproofing,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MONTPELIER CITY,local
DR-4720-0046-R,HMGP,2023,4720.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2024-12-03T00:00:00.000Z,470700.0,353025.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,353025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353025.0,353025.0,,statewide
DR-4720-0008-R,HMGP,2023,4720.0,WASHINGTON,904.1: Advanced Assistance,Approved,Montpelier,2024-12-16T00:00:00.000Z,59952.0,44964.0,0.75,0.0,0.0,0,0,0.0,technical_assistance,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44964.0,0.0,,,MONTPELIER CITY,local
DR-4022-0155-R,HMGP,2011,4022.0,WASHINGTON,405.1: Other Minor Flood Control,Closed,Warren (Town of),2025-07-07T00:00:00.000Z,138811.5,104108.63,0.75,1.65,247020.0,1,1,1.0,minor_flood_control,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,104108.63,0.0,0.0,0.0,0.0,0.0,104108.63,104108.63,WARREN TOWN,local
DR-1063-0003-R,HMGP,1995,1063.0,WASHINGTON,403.1: Stormwater Management - Culverts,Withdrawn,WORCESTER (TOWN OF),,,,,0.0,,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,WORCESTER TOWN,local
DR-1101-0006-R,HMGP,1996,1101.0,RUTLAND,403.1: Stormwater Management - Culverts,Withdrawn,MENDON (TOWN OF),,,,,0.0,,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,MENDON TOWN,local
DR-4022-0036-R,HMGP,2011,4022.0,WASHINGTON,403.1: Stormwater Management - Culverts,Closed,Cabot (Town of),2015-05-19T00:00:00.000Z,224161.0,168121.0,0.75,1.26,335206.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,168121.0,0.0,0.0,0.0,,,CABOT TOWN,local
DR-4043-0002-R,HMGP,2012,4043.0,RUTLAND,200.3: Acquisition of Public Real Property (Structures and Land) - Riverine,Closed,Rutland,2016-03-01T00:00:00.000Z,0.0,0.0,0.75,0.0,0.0,0,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,AMBIGUOUS: RUTLAND,local
DR-4720-0068-R,HMGP,2023,4720.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2025-04-21T00:00:00.000Z,528957.0,396717.75,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,396717.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396717.75,396717.75,,statewide
DR-4720-0073,HMGP,2023,4720.0,CHITTENDEN; WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,,3720777.0,,0.75,1.81,6730490.0,0,10,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4720-0009-R,HMGP,2023,4720.0,RUTLAND,904.1: Advanced Assistance,Closed,Fair Haven (Town of),2024-10-23T00:00:00.000Z,0.0,0.0,0.75,0.0,0.0,0,0,0.0,technical_assistance,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,FAIR HAVEN TOWN,local
DR-4022-0072-R,HMGP,2011,4022.0,WASHINGTON,203.1: Wet Floodproofing Private Structures - Riverine,Closed,"Barre Historical Society, Inc",2017-05-16T00:00:00.000Z,113825.0,85369.0,0.75,2.83,263841.0,1,1,1.0,wet_floodproofing,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85369.0,85369.0,85369.0,BARRE CITY,local
DR-4532-0025-R,HMGP,2020,4532.0,WASHINGTON,401.1: Water and Sanitary Sewer System Protective Measures,Approved,Waterbury (Town of),2026-01-20T00:00:00.000Z,103670.0,93303.0,0.9,1.75,701767.0,0,0,1.0,water_sewer_protection,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,93303.0,0.0,0.0,0.0,0.0,,,WATERBURY TOWN,local
DR-4163-0005-P,HMGP,2014,4163.0,WASHINGTON,91.1: Local Multihazard Mitigation Plan,Closed,Waterbury (Town of),2015-02-23T00:00:00.000Z,20000.0,15000.0,0.75,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,,,WATERBURY TOWN,local
DR-4532-0021-R,HMGP,2020,4532.0,RUTLAND,403.1: Stormwater Management - Culverts,Approved,Chittenden (Town of),2025-12-17T00:00:00.000Z,161280.0,145152.0,0.9,1.22,210059.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,145152.0,0.0,0.0,0.0,,,CHITTENDEN TOWN,local
DR-4532-0009-R,HMGP,2020,4532.0,WASHINGTON,404.1: Localized Flood Control System to Protect Critical Facility,Closed,Plainfield (Town of),2025-11-24T00:00:00.000Z,0.0,0.0,0.9,1.33,2300274.0,1,1,1.0,localized_flood_control,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PLAINFIELD TOWN,local
DR-4022-0099-P,HMGP,2011,4022.0,RUTLAND,91.1: Local Multihazard Mitigation Plan,Closed,Proctor (Town of),2015-08-12T00:00:00.000Z,0.0,0.0,0.75,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,PROCTOR TOWN,local
LPDM-PJ-01-VT-2022-003,LPDM,2022,,RUTLAND,300.6: Vegetation Management - Erosion,Obligated,Town of West Rutland,2022-09-09T00:00:00.000Z,537142.75,483427.71,0.9,2.72,1391321.0,0,0,1.0,erosion_control,False,False,True,False,False,False,False,False,False,False,0.0,0.0,483427.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,RUTLAND TOWN,local
DR-4720-0083-R,HMGP,2023,4720.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2025-04-21T00:00:00.000Z,279000.0,209250.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,209250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209250.0,209250.0,,statewide
DR-4720-0049-R,HMGP,2023,4720.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2024-12-17T00:00:00.000Z,4525845.59,3394384.19,0.75,2.74,15772784.0,11,11,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,3394384.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308580.3809090909,308580.3809090909,,statewide
DR-4022-0062-P,HMGP,2011,4022.0,RUTLAND,91.1: Local Multihazard Mitigation Plan,Closed,Statewide,2015-08-13T00:00:00.000Z,0.0,0.0,0.75,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4532-0004-R,HMGP,2020,4532.0,RUTLAND,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Brandon (Town of),2024-11-22T00:00:00.000Z,372513.42,335262.08,0.9,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,335262.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335262.08,335262.08,BRANDON TOWN,local
DR-4720-0074-R,HMGP,2023,4720.0,WASHINGTON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2025-06-17T00:00:00.000Z,3092810.0,,0.75,5.64,17443448.0,9,9,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
