projectIdentifier,programArea,programFy,disasterNumber,projectCounties,projectType,status,subrecipient,dateApproved,projectAmount,federalShareObligated,costSharePercentage,benefitCostRatio,netValueBenefits,numberOfFinalProperties,numberOfProperties,flood_mitigation_flag,subcategory,acquisition_buyouts,admin,ecosystem_restoration,equipment,flood_control,infrastructure_protection,infrastructure_stormwater,other,planning,structure_protection,funding_acquisition_buyouts,funding_admin,funding_ecosystem_restoration,funding_equipment,funding_flood_control,funding_infrastructure_protection,funding_infrastructure_stormwater,funding_other,funding_planning,funding_structure_protection,cost_per_property,cost_per_final_property,town_assigned,geo_level
DR-4720-0077-R,HMGP,2023,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2025-04-21T00:00:00.000Z,886889.0,665166.75,0.75,0.0,0.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,665166.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332583.375,332583.375,,statewide
DR-4720-0076-R,HMGP,2023,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2025-01-27T00:00:00.000Z,1058784.0,794088.0,0.75,0.0,0.0,4,4,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,794088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198522.0,198522.0,,statewide
DR-4720-0071,HMGP,2023,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Pending,Statewide,,1566405.0,,0.75,1.25,1957407.0,6,6,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4720-0090,HMGP,2023,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,,1223055.0,,0.75,0.0,0.0,0,4,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4022-0032-F,HMGP,2011,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Newfane (Town of),2016-11-28T00:00:00.000Z,225752.0,169314.0,0.75,0.0,0.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,169314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84657.0,84657.0,NEWFANE TOWN,local
DR-4720-0045-R,HMGP,2023,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2024-12-16T00:00:00.000Z,256800.0,192600.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,192600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192600.0,192600.0,,statewide
PDMC-PJ-01-VT-2016-001,PDM,2016,,WINDHAM,"200.3: Acquisition of Public Real Property (Structures and Land) - Riverine; 
303.2: Floodplain and Stream Restoration; 
403.1: Stormwater Management - Culverts; 
700.1: Management Costs - Salaries",Closed,Brattleboro Housing Authority,2019-05-14T00:00:00.000Z,2627300.0,1970475.0,0.75,2.54,6583879.19,11,11,1.0,"acquisition,floodplain_restoration,salaries,stormwater_culverts",True,True,True,False,False,False,True,False,False,False,492618.75,492618.75,492618.75,0.0,0.0,0.0,492618.75,0.0,0.0,0.0,179134.0909090909,179134.0909090909,BRATTLEBORO TOWN,local
DR-4744-0001-R,HMGP,2024,4744.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2025-04-25T00:00:00.000Z,642200.0,481650.0,0.75,0.0,0.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,481650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240825.0,240825.0,,statewide
DR-4720-0050-R,HMGP,2023,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2025-12-12T00:00:00.000Z,662172.39,196985.71,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,196985.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196985.71,196985.71,,statewide
DR-4532-0019-R,HMGP,2020,4532.0,WINDHAM,203.3: Wet Floodproofing Public Structures - Riverine,Approved,Wilmington,2024-08-29T00:00:00.000Z,127155.0,114439.5,0.9,1.14,159794.0,0,1,1.0,wet_floodproofing,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114439.5,114439.5,,WILMINGTON TOWN,local
DR-1784-0001-R,HMGP,2008,1784.0,WINDHAM,402.1: Infrastructure Protective Measures (Roads and Bridges),Closed,Marlboro (Town of),2013-10-21T00:00:00.000Z,70419.0,52815.0,0.75,1.08,94291.0,0,0,1.0,roads_bridges_protection,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,52815.0,0.0,0.0,0.0,0.0,,,MARLBORO TOWN,local
DR-4022-0006-R,HMGP,2011,4022.0,WINDHAM,403.1: Stormwater Management - Culverts,Closed,Brattleboro (Town of),2014-01-13T00:00:00.000Z,27727.0,20795.0,0.75,1.69,87372.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,20795.0,0.0,0.0,0.0,,,BRATTLEBORO TOWN,local
DR-4022-0120-R,HMGP,2011,4022.0,WINDHAM,403.1: Stormwater Management - Culverts,Closed,Rockingham (Town of),2015-06-16T00:00:00.000Z,93852.0,0.0,0.75,1.32,133288.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ROCKINGHAM TOWN,local
PDMC-PJ-01-VT-2003-003,PDM,2003,,CALEDONIA,405.1: Other Minor Flood Control,Not Approved / Denied,Town of Lyndon,,442200.0,,0.75,14.56,6434420.0,0,0,1.0,minor_flood_control,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,LYNDON TOWN,local
DR-4380-0003-R,HMGP,2018,4380.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Whitingham (Town of),2022-04-13T00:00:00.000Z,3300.0,2475.0,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,2475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2475.0,2475.0,WHITINGHAM TOWN,local
LPDM-PL-01-VT-2022-001,LPDM,2022,,WINDHAM,"700.1: Management Costs - Salaries; 
904.2: Advance Assistance (FMA and PDMC)",Obligated,Windham Regional Commission,2022-09-09T00:00:00.000Z,168500.0,126350.0,0.75,,,0,0,0.0,"salaries,technical_assistance",False,True,False,False,False,False,False,False,True,False,0.0,63175.0,0.0,0.0,0.0,0.0,0.0,0.0,63175.0,0.0,,,,regional
DR-4532-0014-R,HMGP,2020,4532.0,WINDHAM,302.1: Landslide Stabilization - Structural,Approved,Brattleboro (Town of),2026-01-14T00:00:00.000Z,535932.92,325677.6,0.9,1.05,564290.0,0,0,1.0,slope_stabilization,False,False,True,False,False,False,False,False,False,False,0.0,0.0,325677.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,BRATTLEBORO TOWN,local
DR-4720-0040-R,HMGP,2023,4720.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2024-10-01T00:00:00.000Z,552000.0,414000.0,0.75,1.97,1086018.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,414000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414000.0,414000.0,,statewide
DR-1336-0001-R,HMGP,2000,1336.0,CALEDONIA,200.2: Acquisition of Private Real Property (Structures and Land) - Coastal,Closed,Hardwick (Town of),2004-06-07T00:00:00.000Z,93612.0,70209.0,0.75,1.45,143069.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,70209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70209.0,70209.0,HARDWICK TOWN,local
DR-4720-0013-R,HMGP,2023,4720.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Wardsboro (Town of),2024-10-03T00:00:00.000Z,350800.0,263100.0,0.75,0.0,0.0,0,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,263100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263100.0,,WARDSBORO TOWN,local
DR-1428-0002-R,HMGP,2002,1428.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Lyndonville,2009-12-28T00:00:00.000Z,55675.0,41756.0,0.75,1.0,55519.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,41756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41756.0,41756.0,LYNDON TOWN,local
DR-1358-0007-R,HMGP,2001,1358.0,WINDHAM,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,Rockingham (Town of),2005-02-07T00:00:00.000Z,40388.0,30291.0,0.75,1.52,48090.0,0,0,1.0,shoreline_stabilization,False,False,True,False,False,False,False,False,False,False,0.0,0.0,30291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ROCKINGHAM TOWN,local
PDMC-PJ-01-VT-2005-006,PDM,2005,,CALEDONIA,405.1: Other Minor Flood Control,Not Approved / Denied,Lyndonville,,497900.0,,0.75,2.84,1515205.0,0,0,1.0,minor_flood_control,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,LYNDON TOWN,local
DR-1336-0010-R,HMGP,2000,1336.0,WINDHAM,300.6: Vegetation Management - Erosion,Closed,Brookline (Town of),2006-10-23T00:00:00.000Z,53450.0,40088.0,0.75,2.83,174804.0,0,0,1.0,erosion_control,False,False,True,False,False,False,False,False,False,False,0.0,0.0,40088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,BROOKLINE TOWN,local
DR-4022-0128-R,HMGP,2011,4022.0,WINDHAM,203.1: Wet Floodproofing Private Structures - Riverine,Closed,Londonderry (Town of),2023-02-02T00:00:00.000Z,0.0,0.0,0.75,1.84,911743.0,2,2,1.0,wet_floodproofing,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LONDONDERRY TOWN,local
DR-4022-0082-R,HMGP,2011,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Grafton (Town of),2024-03-11T00:00:00.000Z,84083.0,63062.25,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,63062.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63062.25,63062.25,GRAFTON TOWN,local
DR-4022-0121-R,HMGP,2011,4022.0,WINDHAM,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Westminster (Town of),2024-03-01T00:00:00.000Z,52204.8,39153.6,0.75,12.98,753925.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,39153.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39153.6,39153.6,WESTMINSTER TOWN,local
DR-4720-0078,HMGP,2023,4720.0,ESSEX,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Pending,Statewide,,198765.0,,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-1790-0001-R,HMGP,2008,1790.0,ADDISON,300.4: Vegetation Management - Non Coastal Shoreline Stabilization,Closed,Ripton (Town of),2016-06-08T00:00:00.000Z,147318.0,110489.0,0.75,1.15,180000.0,0,0,1.0,shoreline_stabilization,False,False,True,False,False,False,False,False,False,False,0.0,0.0,110489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,RIPTON TOWN,local
DR-4022-0102-P,HMGP,2011,4022.0,ESSEX,91.1: Local Multihazard Mitigation Plan,Closed,Statewide,2017-10-12T00:00:00.000Z,0.0,0.0,0.75,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4532-0023,HMGP,2020,4532.0,WINDHAM,601.1: Generators,Pending,Grafton,,158600.0,,0.9,0.0,0.0,0,0,0.0,generators,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,GRAFTON TOWN,local
DR-1816-0006-R,HMGP,2009,1816.0,FRANKLIN,403.2: Stormwater Management - Diversions,Closed,Fairfield (Town of),2010-09-27T00:00:00.000Z,67485.0,50614.0,0.75,1.68,136726.0,0,0,1.0,stormwater_diversions,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,50614.0,0.0,0.0,0.0,,,FAIRFIELD TOWN,local
DR-4022-0126-R,HMGP,2011,4022.0,WINDHAM,202.1: Elevation of Private Structures - Riverine,Closed,Londonderry (Town of),2024-02-09T00:00:00.000Z,130608.26,97956.18,0.75,0.0,0.0,1,1,1.0,elevation,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97956.18,97956.18,97956.18,LONDONDERRY TOWN,local
DR-4720-0014-R,HMGP,2023,4720.0,CALEDONIA,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Hardwick (Town of),2024-07-31T00:00:00.000Z,446000.0,334500.0,0.75,0.0,0.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,334500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167250.0,167250.0,HARDWICK TOWN,local
DR-4532-0022-R,HMGP,2020,4532.0,WINDHAM,601.2: Generators - Regular,Approved,Putney,2024-09-26T00:00:00.000Z,140905.0,126814.5,0.9,1.33,154321.0,0,0,0.0,generators,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,126814.5,0.0,0.0,0.0,0.0,0.0,0.0,,,PUTNEY TOWN,local
DR-4474-0002-R,HMGP,2020,4474.0,FRANKLIN,200.6: Acquisition of Private Real Property (Structures and Land) - Landslide,Closed,Highgate (Town of),2024-06-06T00:00:00.000Z,94371.88,84934.69,0.9,3.86,482160.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,84934.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84934.69,84934.69,HIGHGATE TOWN,local
DR-1995-0004-R,HMGP,2011,1995.0,ADDISON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Granville (Town of),2016-12-14T00:00:00.000Z,254800.0,191100.0,0.75,0.0,0.0,3,3,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,191100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63700.0,63700.0,GRANVILLE TOWN,local
DR-1228-0010-R,HMGP,1998,1228.0,FRANKLIN,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,GEORGIA (TOWN OF) ,1999-12-16T00:00:00.000Z,65000.0,48750.0,0.75,3.51,114945.0,0,0,1.0,shoreline_stabilization,False,False,True,False,False,False,False,False,False,False,0.0,0.0,48750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,GEORGIA TOWN,local
DR-1201-0014-R,HMGP,1998,1201.0,FRANKLIN,403.1: Stormwater Management - Culverts,Closed,BERKSHIRE ( TOWN OF),2000-01-05T00:00:00.000Z,260709.0,146409.0,0.56,1.13,294839.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,146409.0,0.0,0.0,0.0,,,BERKSHIRE TOWN,local
DR-4022-0073-R,HMGP,2011,4022.0,FRANKLIN,"200.6: Acquisition of Private Real Property (Structures and Land) - Landslide; 
200.7: Acquisition of Private Real Property (Structures and Land) - Erosion",Closed,Highgate (Town of),2018-04-05T00:00:00.000Z,553235.0,414926.0,0.75,5.03,2799900.0,2,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,414926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207463.0,207463.0,HIGHGATE TOWN,local
DR-4720-0087,HMGP,2023,4720.0,ADDISON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,,850000.0,,0.75,0.0,0.0,0,2,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-1101-0025-R,HMGP,1996,1101.0,FRANKLIN,403.2: Stormwater Management - Diversions,Closed,"Highgate, Town of",2001-03-14T00:00:00.000Z,61006.0,45755.0,0.75,1.02,74741.0,0,0,1.0,stormwater_diversions,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,45755.0,0.0,0.0,0.0,,,HIGHGATE TOWN,local
DR-4022-0113-R,HMGP,2011,4022.0,FRANKLIN,"402.1: Infrastructure Protective Measures (Roads and Bridges); 
405.1: Other Minor Flood Control",Closed,Fairfield (Town of),2023-11-15T00:00:00.000Z,46984.15,35238.11,0.75,1.07,51713.0,1,1,1.0,"minor_flood_control,roads_bridges_protection",False,False,False,False,True,True,False,False,False,False,0.0,0.0,0.0,0.0,17619.055,17619.055,0.0,0.0,0.0,0.0,35238.11,35238.11,FAIRFIELD TOWN,local
PDMC-PJ-01-VT-2005-005,PDM,2005,,ADDISON,204.3: Dry Floodproofing Public Structures - Riverine,Not Approved / Denied,Town of Lincoln,,364500.0,,0.75,2.17,394751.0,2,2,1.0,dry_floodproofing,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,LINCOLN TOWN,local
DR-0840-0002-R,HMGP,1989,840.0,ADDISON,"500.2: Flood Control - Berm, Levee, or Dike",Closed,MIDDLEBURY,1991-01-09T00:00:00.000Z,33000.0,16500.0,0.5,0.0,0.0,0,0,1.0,berm_levee_dike,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,16500.0,0.0,0.0,0.0,0.0,0.0,,,MIDDLEBURY TOWN,local
DR-1201-0016-R,HMGP,1998,1201.0,FRANKLIN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,ST. ALBANS (TOWN OF),2000-01-05T00:00:00.000Z,81295.0,60971.0,0.75,2.26,183645.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,60971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60971.0,60971.0,ST. ALBANS TOWN,local
DR-4178-0003-R,HMGP,2014,4178.0,ADDISON,601.2: Generators - Regular,Closed,Ripton (Town of),2018-10-23T00:00:00.000Z,13988.0,10490.92,0.75,5.45,107924.0,0,0,0.0,generators,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,10490.92,0.0,0.0,0.0,0.0,0.0,0.0,,,RIPTON TOWN,local
PDMC-PJ-01-VT-2006-003,PDM,2006,,ADDISON,204.3: Dry Floodproofing Public Structures - Riverine,Not Approved / Denied,Town of Lincoln,,112400.0,,0.75,3.42,394751.0,1,1,1.0,dry_floodproofing,False,False,False,False,False,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,LINCOLN TOWN,local
DR-4022-0085-R,HMGP,2011,4022.0,ADDISON,200.3: Acquisition of Public Real Property (Structures and Land) - Riverine,Closed,Granville (Town of),2023-11-08T00:00:00.000Z,40075.0,30056.25,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,30056.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30056.25,30056.25,GRANVILLE TOWN,local
DR-0875-0005-R,HMGP,1990,875.0,FRANKLIN,403.1: Stormwater Management - Culverts,Closed,ST. ALBANS (TOWN OF),1994-08-10T00:00:00.000Z,100620.0,50310.0,0.5,0.0,0.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,50310.0,0.0,0.0,0.0,,,ST. ALBANS TOWN,local
DR-1063-0010-R,HMGP,1995,1063.0,FRANKLIN,"600.1: Warning Systems (as a Component of a Planned, Adopted, and Exercised Risk Reduction Plan)",Closed,DEPT. OF PUBLIC SAFE,1997-11-17T00:00:00.000Z,26672.0,20004.0,0.75,4.94,165609.0,0,0,0.0,warning_systems,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,20004.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4022-0060-P,HMGP,2011,4022.0,FRANKLIN,91.1: Local Multihazard Mitigation Plan,Closed,St. Albans,2023-08-01T00:00:00.000Z,7122.5,5341.87,0.75,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5341.87,0.0,,,AMBIGUOUS: ST. ALBANS,local
DR-4022-0157-R,HMGP,2011,4022.0,FRANKLIN,303.2: Floodplain and Stream Restoration,Closed,Highgate (Town of),2025-04-25T00:00:00.000Z,2302494.21,1724350.84,0.75,2.29,550650.0,0,0,1.0,floodplain_restoration,False,False,True,False,False,False,False,False,False,False,0.0,0.0,1724350.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,HIGHGATE TOWN,local
DR-4720-0088,HMGP,2023,4720.0,ADDISON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Statewide,,4634864.0,,0.75,9.43,34475645.0,0,11,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-4720-0091-R,HMGP,2023,4720.0,ADDISON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Approved,Statewide,2025-04-21T00:00:00.000Z,200398.0,150298.5,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,150298.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150298.5,150298.5,,statewide
DR-4163-0003-P,HMGP,2014,4163.0,ESSEX,91.1: Local Multihazard Mitigation Plan,Closed,Statewide,2015-02-13T00:00:00.000Z,17152.0,9474.75,0.75,0.0,0.0,0,0,0.0,local_mitigation_planning,False,False,False,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9474.75,0.0,,,,statewide
DR-4720-0017-R,HMGP,2023,4720.0,ADDISON,200.6: Acquisition of Private Real Property (Structures and Land) - Landslide,Approved,Ripton (Town of),2025-05-01T00:00:00.000Z,307500.0,230625.0,0.75,8.15,2109999.0,0,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,230625.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230625.0,,RIPTON TOWN,local
DR-4022-0137-R,HMGP,2011,4022.0,ADDISON,601.2: Generators - Regular,Closed,Bristol (Town of),2016-01-08T00:00:00.000Z,16900.0,12675.0,0.75,1.13,19097.0,0,0,0.0,generators,False,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,12675.0,0.0,0.0,0.0,0.0,0.0,0.0,,,BRISTOL TOWN,local
DR-1201-0005-R,HMGP,1998,1201.0,FRANKLIN,402.1: Infrastructure Protective Measures (Roads and Bridges),Withdrawn,"Highgate, Town of",,0.0,,,0.61,116060.0,0,0,1.0,roads_bridges_protection,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,HIGHGATE TOWN,local
DR-1184-0017-R,HMGP,1997,1184.0,FRANKLIN,403.1: Stormwater Management - Culverts,Closed,BERKSHIRE ( TOWN OF),2000-01-05T00:00:00.000Z,260709.0,39300.0,0.15,1.13,294839.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,39300.0,0.0,0.0,0.0,,,BERKSHIRE TOWN,local
DR-1184-0016-R,HMGP,1997,1184.0,ADDISON,403.1: Stormwater Management - Culverts,Closed,LINCOLN (TOWN OF),2000-01-26T00:00:00.000Z,62240.0,31120.0,0.5,2.69,167403.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,31120.0,0.0,0.0,0.0,,,LINCOLN TOWN,local
DR-1228-0013-F,HMGP,1998,1228.0,FRANKLIN,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,FAIRFAX (TOWN OF),2000-03-21T00:00:00.000Z,5000.0,3500.0,0.7,0.0,0.0,0,0,1.0,shoreline_stabilization,False,False,True,False,False,False,False,False,False,False,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,FAIRFAX TOWN,local
DR-1201-0004-R,HMGP,1998,1201.0,FRANKLIN,"301.1: Shoreline Stabilization (Riprap, etc.)",Closed,"Highgate, Town of",1999-08-17T00:00:00.000Z,403320.0,302490.0,0.75,1.97,794923.0,0,0,1.0,shoreline_stabilization,False,False,True,False,False,False,False,False,False,False,0.0,0.0,302490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,HIGHGATE TOWN,local
DR-1201-0013-R,HMGP,1998,1201.0,FRANKLIN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Withdrawn,ST. ALBANS ( CITY OF),,0.0,0.0,0.0,1.07,80250.0,0,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ST. ALBANS CITY,local
DR-1184-0005-R,HMGP,1997,1184.0,FRANKLIN,403.1: Stormwater Management - Culverts,Closed,RICHFORD (TOWN OF),1999-12-20T00:00:00.000Z,42900.0,32175.0,0.75,2.52,108191.0,0,0,1.0,stormwater_culverts,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,32175.0,0.0,0.0,0.0,,,RICHFORD TOWN,local
DR-4762-0004,HMGP,2024,4762.0,ADDISON,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Pending,Statewide,,200398.0,,0.75,0.0,0.0,1,1,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,statewide
DR-1184-0002-R,HMGP,1997,1184.0,FRANKLIN,200.1: Acquisition of Private Real Property (Structures and Land) - Riverine,Closed,Montgomery (Town of),1998-03-23T00:00:00.000Z,239150.0,179363.0,0.75,0.0,0.0,3,3,1.0,acquisition,True,False,False,False,False,False,False,False,False,False,179363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59787.666666666664,59787.666666666664,MONTGOMERY TOWN,local
